Xloc,Yloc,Landuse.1,Landuse.2,Landuse.3,Landuse.4,Rock.1,Rock.2,Rock.3,Rock.4,Rock.5,Cr,Ni,Pb,Zn
0.39105893,0.010840108,0,0,1,0,0,1,0,0,0,0.520095981,0.440062476,0.090004266,0.217169136
0.437570558,0.212156407,0,0,1,0,0,0,1,0,0,0.736052789,0.481452558,0.209441206,0.433486629
0.169338451,0.122144793,1,0,0,0,1,0,0,0,0,0.25314937,0.208902772,0.063415328,0.062169988
0.270038383,0.125822687,0,0,1,0,1,0,0,0,0,0.226154769,0.090980086,0.099957344,0.061999659
0.981937232,0.109368951,0,1,0,0,0,1,0,0,0,0.364727055,0.344006248,0.063415328,0.169477091
0.575524949,0.810878823,0,0,1,0,1,0,0,0,0,0.309538092,0.144084342,0.026020191,0.049565662
0.433958004,0.037553233,0,0,1,0,0,0,1,0,0,0.467906419,0.428348301,0.069244988,0.188213252
0.0,0.259001161,1,0,0,0,0,0,1,0,0,0.440911818,0.31589223,0.105644817,0.103048884
0.65454956,0.101432443,0,1,0,0,0,1,0,0,0,0.593881224,0.533775869,0.137210294,0.418668029
0.47595394,0.284939992,0,0,1,0,0,1,0,0,0,0.596280744,1.0,0.545428693,0.463634815
0.73357417,0.892373209,1,0,0,0,1,0,0,0,0,0.535692861,0.434595861,0.040807621,0.135411344
0.851885301,0.554974835,0,0,1,0,0,1,0,0,0,0.439712058,0.44865287,0.414190246,0.459035939
0.677805374,0.884243128,0,1,0,0,1,0,0,0,0,0.736052789,0.360406091,0.055595052,0.465849089
0.746669677,0.420054201,1,0,0,0,0,1,0,0,0,0.442111578,0.334634908,0.115597896,0.123488332
0.74531497,0.422570654,1,0,0,0,0,1,0,0,0,0.353929214,0.295587661,0.095691739,0.128598195
0.712576202,0.631436314,0,0,1,0,0,1,0,0,0,0.395920816,0.370558376,0.185269444,0.280190768
0.488823662,0.412698413,0,0,1,0,0,1,0,0,0,0.341931614,0.31276845,0.42613394,0.283086357
0.393768345,0.360433604,0,0,1,0,0,0,0,0,1,0.558488302,0.450995705,0.248826959,0.380173735
0.608037932,0.880952381,0,0,1,0,0,0,1,0,0,0.456508698,0.279968762,0.017773354,0.121785045
0.414088959,0.700542005,0,0,1,0,1,0,0,0,0,0.460107978,0.174541195,0.051756007,0.12519162
0.724317002,0.634146341,0,0,1,0,0,1,0,0,0,0.361727654,0.337758688,0.220816152,0.2086527
0.376608715,0.293650794,0,0,1,0,0,1,0,0,0,0.515896821,0.514252245,0.109910422,0.241015159
0.766764507,0.220480062,0,0,1,0,0,1,0,0,0,0.560887822,0.593908629,0.135504052,0.258048033
0.275005645,0.255323268,0,0,1,0,0,0,1,0,0,0.449910018,0.290901991,0.081473056,0.215465849
0.445698803,0.673441734,0,0,1,0,1,0,0,0,0,0.271145771,0.053494729,0.021185838,0.042922841
0.303906074,0.099303136,0,0,1,0,1,0,0,0,0,0.295140972,0.120655994,0.099957344,0.080906149
0.461955295,0.627951994,0,0,1,0,1,0,0,0,0,0.223155369,0.072237407,0.029006114,0.030148186
0.714608264,0.407665505,1,0,0,0,0,1,0,0,0,0.095980804,0.065989848,0.219394284,0.103048884
0.553398058,0.505807201,0,1,0,0,0,0,0,0,1,0.301139772,0.24638813,0.02559363,0.068983137
0.576202303,0.806813782,0,0,1,0,1,0,0,0,0,0.328134373,0.182350644,0.0399545,0.02691194
0.475276586,0.520325203,0,1,0,0,0,0,1,0,0,0.695860828,0.390862944,0.094127684,0.39703628
0.186498081,0.189121177,0,0,1,0,0,0,0,0,1,0.592081584,0.344787193,0.169628892,0.297223642
