Xloc,Yloc,Landuse.1,Landuse.2,Landuse.3,Landuse.4,Rock.1,Rock.2,Rock.3,Rock.4,Rock.5,Cr,Ni,Pb,Zn
0.25468503,0.456639566,0,0,1,0,0,0,1,0,0,0.408518296,0.275283093,0.112754159,0.143927781
0.576879657,0.131823461,0,0,1,0,0,0,1,0,0,0.274745051,0.222178836,0.050049765,0.080906149
0.304357643,0.091173055,0,0,1,0,1,0,0,0,0,0.323335333,0.158922296,0.131238447,0.132004769
0.753217431,0.328106852,1,0,0,0,0,1,0,0,0,0.295140972,0.24482624,0.126972842,0.20183955
0.42786182,0.494192799,0,0,1,0,0,0,1,0,0,0.524895021,0.37758688,0.208588085,0.287685232
0.395348837,0.486256291,0,0,1,0,0,0,1,0,0,0.344931014,0.209683717,0.054741931,0.135070686
0.298487243,0.308168796,0,0,1,0,0,0,1,0,0,0.452309538,0.362748926,0.107066686,0.361948561
0.637841499,0.476771196,0,0,1,0,0,0,0,0,1,0.445110978,0.422100742,0.107066686,0.247828309
0.277489275,0.253387534,0,0,1,0,0,0,1,0,0,0.425314937,0.272940258,0.111332291,0.220575711
0.631293746,0.491095625,0,0,1,0,0,0,0,0,1,0.638872226,0.476766888,0.119863501,0.336399251
0.193948973,0.279907085,0,1,0,0,0,0,1,0,0,0.862027594,0.490042952,0.163941419,0.327882814
0.642357191,0.791521487,0,0,1,0,0,0,0,0,1,0.527894421,0.415853182,0.108488554,0.241015159
0.40528336,0.492450639,0,0,1,0,0,0,1,0,0,0.359928014,0.211245607,0.134793118,0.179526486
0.561526304,0.674603175,0,0,1,0,0,0,0,0,1,0.316136773,0.203436158,0.023887388,0.103048884
0.597200271,0.357336431,1,0,0,0,0,0,0,1,0,0.446910618,0.252635689,0.059007536,0.03236246
0.59516821,0.225900116,0,0,1,0,0,1,0,0,0,0.628074385,0.647012886,0.267453434,0.420882303
0.319259427,0.549554781,0,0,1,0,1,0,0,0,0,0.296940612,0.144084342,0.074932461,0.091125873
0.692255588,0.409601239,1,0,0,0,0,1,0,0,0,0.335932813,0.330730184,0.126972842,0.142224493
0.57213818,0.131049168,0,0,1,0,0,0,1,0,0,0.227954409,0.101913315,0.076496516,0.079713848
0.077895688,0.244483159,0,0,1,0,0,0,1,0,0,0.562087582,0.407262788,0.111332291,0.235905297
0.720252879,1.0,0,1,0,0,0,1,0,0,0,0.76004799,0.51503319,0.144035262,0.25975132
0.551365997,0.087882307,0,1,0,0,0,0,1,0,0,0.421715657,0.273721203,0.455424428,0.321069664
0.230300294,0.040650407,0,1,0,0,1,0,0,0,0,0.658068386,0.390081999,0.162519551,0.196729688
0.722736509,0.368950832,1,0,0,0,0,1,0,0,0,0.24115177,0.132370168,0.085738661,0.026230625
0.505757507,0.479674797,1,0,0,0,0,1,0,0,0,0.359928014,0.369777431,0.048912271,0.140350877
0.463535787,0.280294232,0,1,0,0,0,1,0,0,0,0.553089382,0.541585318,0.210436514,0.206779084
0.86701287,0.179055362,0,0,1,0,0,0,0,0,1,0.388122376,0.326825459,0.06824968,0.154147505
0.193045834,0.276809911,0,1,0,0,0,0,1,0,0,0.535692861,0.356501367,0.069102801,0.188213252
0.865432378,0.447348045,1,0,0,0,0,1,0,0,0,0.450509898,0.404919953,0.146878999,0.23420201
0.709415218,0.476577623,0,0,1,0,0,1,0,0,0,0.443911218,0.397110504,0.117019764,0.235905297
0.713705125,0.733255904,1,0,0,0,0,0,1,0,0,0.718056389,0.502538071,0.132660316,0.31084994
0.400993452,0.70944638,0,0,1,0,1,0,0,0,0,0.476904619,0.17844592,0.074505901,0.137114631
