std_temp,std_pH,conduct,o2,o2sat,co2,hardness,no2,no3,nh4,po4,cl,sio2,kmno4,k2cr2o7,bod
0.621323598,0.478260882,0.102189814,0.495098048,0.457311895,0.0,0.167464078,0.019736788,0.070146824,0.003459374,0.005128166,0.057324875,0.174603143,0.019816,0.016682664,0.04761898
0.812499988,0.434782646,0.355231184,0.156862803,0.159763289,0.0,0.588516812,0.217105239,0.086460034,0.032122584,0.011965801,0.130573164,0.481481487,0.035385726,0.021815796,0.04761898
0.312500083,0.478260882,0.266017846,0.622549024,0.476331366,0.0,0.291865989,0.006578929,0.125611748,0.003459374,0.013675189,0.0541401,0.074074051,0.009200261,0.005453966,0.02631583
0.356617755,0.260869559,0.179237673,0.617647073,0.486897676,0.044715491,0.301435414,0.006578929,0.102773244,0.016802557,0.006837635,0.041401307,0.089947106,0.010615739,0.013795298,0.025062696
0.533088254,0.217391323,0.193025146,0.387254879,0.340236663,0.044715491,0.311004838,0.026315832,0.104404554,0.005436101,0.006837635,0.074840754,0.153439172,0.061571137,0.064485089,0.082706754
0.334558919,0.478260882,0.175182514,0.588235245,0.456889266,0.0,0.315789429,0.013157859,0.079934739,0.003459374,0.005128166,0.0541401,0.142857186,0.012031163,0.003208199,0.011278213
0.319853028,0.521739118,0.18004867,0.509803903,0.391800511,0.0,0.287081398,0.019736788,0.130505732,0.004941904,0.005128166,0.0541401,0.132275201,0.010615739,0.022778296,0.017543887
0.654411758,0.434782646,0.192214149,0.406862685,0.382502091,0.0,0.358851718,0.03947369,0.05057094,0.006424493,0.005128166,0.084394925,0.238095209,0.047416837,0.114853981,0.156641565
0.422794074,0.34782603,0.162206038,0.637254879,0.524091263,0.215447175,0.253588534,0.0,0.115823833,0.001976785,0.003418777,0.019108189,0.058201149,0.010615739,0.01732433,0.020050157
0.871323551,0.608695589,0.240064894,0.764705855,0.799661801,0.0,0.325358853,0.019736788,0.141924958,0.000988393,0.005128166,0.152866282,0.126984132,0.019108288,0.026628162,0.043859576
0.187500012,0.608695589,0.051094907,0.593137197,0.416314452,0.0,0.062200895,0.0,0.037520404,0.004694806,0.003418777,0.015923568,0.021163971,0.009907974,0.003529033,0.018797022
0.474264691,0.652173825,0.210056782,0.583333294,0.494928113,0.0,0.315789429,0.04605262,0.114192522,0.010378064,0.017094048,0.114649596,0.02645504,0.021939137,0.025665662,0.04761898
0.617647031,0.34782603,0.201946463,0.338235245,0.311918867,0.085365842,0.330143566,0.059210478,0.120717764,0.010378064,0.020512825,0.065286582,0.169312227,0.021939137,0.01989093,0.061403463
0.150735285,0.34782603,0.223033258,0.421568658,0.287827556,0.044715491,0.38755987,0.072368451,0.145187579,0.02866321,0.020512825,0.138535025,0.063492066,0.025477699,0.044594159,0.075187945
0.470588313,0.521739118,0.094079495,0.387254879,0.327979645,0.0,0.186602806,0.065789522,0.086460034,0.004447708,0.017094048,0.109872511,0.105820161,0.045293699,0.07860122,0.258145341
0.441176532,0.521739118,0.246553132,0.509803903,0.423922164,0.0,0.468899492,0.026315832,0.125611748,0.005930297,0.020512825,0.052547789,0.158730241,0.019108288,0.029194695,0.011278213
0.426470641,0.565217354,0.100567733,0.514705855,0.423922164,0.0,0.191387518,0.019736788,0.03262642,0.001482589,0.001709389,0.030254671,0.074074051,0.013446588,0.023740729,0.027568965
0.481617637,0.521739118,0.13787508,0.573529391,0.489010919,0.0,0.186602806,0.006578929,0.06688415,0.001482589,0.001709389,0.02707005,0.089947106,0.011323451,0.012191198,0.010025078
0.569852981,0.173913088,0.158961875,0.431372561,0.387151301,0.0,0.272727262,0.04605262,0.076672118,0.00271808,0.013675189,0.066878893,0.142857186,0.105449412,0.079563653,0.057644058
0.738970535,0.695652205,0.298459036,0.455882318,0.448013475,0.0,0.397129173,0.006578929,0.063621529,0.005930297,0.006837635,0.049363014,0.296296359,0.017692863,0.03881936,0.008771943
0.117647125,0.478260882,0.132197926,0.700980367,0.467878205,0.0,0.177033503,0.026315832,0.092985328,0.00395357,0.017094048,0.092356632,0.185185281,0.015569726,0.013795298,0.022556426
0.511029418,0.565217354,0.271695087,0.534313661,0.463651719,0.101625983,0.516746371,0.032894761,0.185970657,0.00271808,0.034188014,0.076433064,0.476190571,0.048832261,0.053256324,0.070175406
0.419117696,0.521739118,0.245742135,0.524509758,0.430261988,0.0,0.406698597,0.052631549,0.145187579,0.007412886,0.020512825,0.111464975,0.074074051,0.028308549,0.064164256,0.032581504
0.375000024,0.304347795,0.204379541,0.495098048,0.394759108,0.178861755,0.363636308,0.0,0.081566049,0.002965178,0.006837635,0.033439446,0.100529092,0.021231425,0.008341332,0.006265674
0.426470641,0.782608677,0.081914016,0.617647073,0.508875744,0.0,0.157894775,0.013157859,0.05057094,0.000988393,0.001709389,0.020700654,0.058201149,0.016277438,0.017003497,0.0288221
0.636029489,0.739130441,0.193025146,0.5,0.465764962,0.0,0.301435414,0.019736788,0.052202304,0.00420061,0.008547024,0.025477739,0.137566117,0.023354562,0.038177693,0.041353448
0.488970582,0.521739118,0.084347181,0.529411709,0.453508039,0.0,0.148325351,0.184210478,0.045677009,0.001729687,0.003418777,0.007961707,0.047619011,0.014862013,0.007378899,0.017543887
0.283088301,0.608695589,0.080292022,0.6029411,0.452240056,0.0,0.124401911,0.006578929,0.022838504,0.002470981,0.008547024,0.011146482,0.021163971,0.016277438,0.010266265,0.018797022
0.113970747,0.391304411,0.291970798,0.627450976,0.417582435,0.0,0.488038341,0.026315832,0.197389882,0.004447708,0.011965801,0.214968089,0.216931238,0.026893124,0.028232262,0.037594044
0.533088254,0.521739118,0.199513384,0.470588173,0.413778484,0.0,0.301435414,0.03947369,0.076672118,0.00395357,0.02735046,0.066878893,0.116402146,0.017692863,0.007699665,0.03132837
0.562500035,0.34782603,0.21654502,0.406862685,0.36348262,0.073170737,0.363636308,0.144736788,0.106035864,0.008401278,0.02564099,0.133757939,0.021163971,0.021939137,0.032723728,0.055137789
0.316176461,0.521739118,0.117599369,0.495098048,0.379543494,0.0,0.167464078,0.013157859,0.075040808,0.005189003,0.006837635,0.044585928,0.354497355,0.014154301,0.022778296,0.011278213
0.540441199,0.652173825,0.121654528,0.647058782,0.571428531,0.0,0.210526367,0.04605262,0.040783025,0.001729687,0.003418777,0.031847136,0.063492066,0.011323451,0.003849866,0.021303291
0.514705985,0.391304411,0.182481749,0.455882318,0.396449722,0.0,0.4162679,0.052631549,0.261011411,0.008648377,0.013675189,0.065286582,0.285714373,0.034678013,0.056785357,0.088972428
0.246323575,0.34782603,0.158961875,0.622549024,0.455198653,0.0,0.215310958,0.006578929,0.03425773,0.00395357,0.001709389,0.015923568,0.074074051,0.009907974,0.003849866,0.018797022
0.106617802,0.608695589,0.160583956,0.745098048,0.493660129,0.0,0.315789429,0.019736788,0.094616639,0.012107751,0.017094048,0.08121015,0.063492066,0.014862013,0.014436964,0.035087774
0.187500012,0.304347795,0.339010545,0.406862685,0.285291588,0.142276439,0.492822932,0.138157859,0.135399663,0.246355332,0.717948701,0.272292964,0.322751399,0.143665935,0.305421882,0.612781918
0.702205808,0.34782603,0.222222261,0.401960733,0.387573931,0.0,0.339712869,0.07894738,0.102773244,0.003212276,0.054700839,0.082802461,0.185185281,0.057324863,0.038177693,0.061403463
0.562500035,0.304347795,0.224655339,0.789215612,0.705832621,0.044715491,0.282296686,0.006578929,0.099510623,0.000988393,0.010256412,0.046178239,0.206349252,0.011323451,0.004491466,0.00250627
0.290441247,0.34782603,0.193836231,0.598039148,0.450972072,0.101625983,0.344497581,0.0,0.117455143,0.004447708,0.001709389,0.049363014,0.100529092,0.008492549,0.0006416,0.015037617
0.613970653,0.652173825,0.145174402,0.5,0.459847863,0.0,0.253588534,0.013157859,0.070146824,0.000988393,0.003418777,0.020700654,0.100529092,0.012738876,0.005453966,0.008771943
0.529411687,0.34782603,0.163017035,0.406862685,0.356720167,0.085365842,0.24401911,0.026315832,0.109298538,0.007907082,0.032478626,0.216560554,0.328042315,0.061571137,0.05871029,0.087719293
0.613970653,0.608695589,0.120843531,0.593137197,0.545646607,0.0,0.181818215,0.013157859,0.035889094,0.000988393,0.001709389,0.035031757,0.068783135,0.012031163,0.006095565,0.010025078
0.44485291,0.391304411,0.224655339,0.509803903,0.424767518,0.105691018,0.377990445,0.0,0.096247949,0.001235491,0.005128166,0.038216532,0.111111077,0.010615739,0.008341332,0.017543887
0.566176414,0.434782646,0.189781071,0.411764636,0.368977184,0.0,0.430622037,0.032894761,0.079934739,0.001729687,0.029059848,0.035031757,0.105820161,0.015569726,0.022136629,0.018797022
0.360294133,0.434782646,0.167072194,0.509803903,0.402366821,0.044715491,0.234449807,0.059210478,0.106035864,0.008648377,0.011965801,0.105095579,0.68253967,0.046001412,0.04042346,0.013784483
0.591911817,0.478260882,0.249797294,0.436274512,0.396449722,0.0,0.497607644,0.03947369,0.060358908,0.005189003,0.005128166,0.149681507,0.179894212,0.082802562,0.112287448,0.117794528
0.099264856,0.434782646,0.154095718,0.656862685,0.432375325,0.073170737,0.224880382,0.019736788,0.092985328,0.00271808,0.029059848,0.070063668,0.333333384,0.015569726,0.004812299,0.025062696
0.316176461,0.34782603,0.115977287,0.529411709,0.406170772,0.028455246,0.148325351,0.019736788,0.107667228,0.009142573,0.020512825,0.046178239,0.513227596,0.019108288,0.046198259,0.020050157
0.878676496,0.608695589,0.205190625,0.549019633,0.576077741,0.0,0.373205733,0.013157859,0.044045699,0.00815418,0.013675189,0.050955325,0.058201149,0.020523712,0.015399397,0.027568965
0.3639707,0.260869559,0.173560432,0.338235245,0.267540101,0.056910596,0.315789429,0.04605262,0.089722654,0.01087226,0.030769237,0.047770704,0.042328095,0.088464261,0.040102626,0.068922272
0.518382363,0.521739118,0.173560432,0.382352927,0.33305158,0.101625983,0.272727262,0.052631549,0.073409444,0.019520637,0.023931602,0.073248443,0.153439172,0.019108288,0.017645164,0.011278213
0.92279398,0.652173825,0.24493105,0.691176464,0.739644982,0.0,0.358851718,0.08552631,0.202283866,0.009636769,0.003418777,0.090764321,0.185185281,0.019108288,0.025344829,0.038847178
0.672794027,0.478260882,0.187347993,0.397058782,0.377007621,0.0,0.296650701,0.072368451,0.104404554,0.008648377,0.039316261,0.060509496,0.111111077,0.024769987,0.027590595,0.030075235
0.85661766,0.608695589,0.133008923,0.583333294,0.606086151,0.0,0.138755926,0.144736788,0.079934739,0.017543851,0.032478626,0.050955325,0.291005289,0.023354562,0.017003497,0.066416002
0.536764632,0.478260882,0.156528797,0.563725488,0.496618726,0.0,0.143540638,0.006578929,0.044045699,0.001235491,0.006837635,0.012738793,0.063492066,0.007077124,0.009303765,0.021303291
0.448529477,0.34782603,0.22060018,0.465686221,0.388841914,0.178861755,0.401913885,0.0,0.04893963,0.003459374,0.011965801,0.030254671,0.089947106,0.012738876,0.013795298,0.007518809
0.474264691,0.608695589,0.140308245,0.495098048,0.420118308,0.0,0.19617223,0.052631549,0.060358908,0.00815418,0.006837635,0.0541401,0.206349252,0.014154301,0.030157195,0.036340909
0.702205808,0.521739118,0.183292833,0.60784317,0.586221421,0.0,0.363636308,0.026315832,0.081566049,0.003212276,0.003418777,0.033439446,0.015873055,0.021939137,0.01892843,0.066416002
0.805147043,0.652173825,0.257907526,0.578431342,0.58664405,0.0,0.38755987,0.019736788,0.081566049,0.004447708,0.085470076,0.136942714,0.100529092,0.029723974,0.031119628,0.038847178
0.448529477,0.260869559,0.196269309,0.480392194,0.401098837,0.105691018,0.311004838,0.0,0.070146824,0.000988393,0.015384578,0.014331103,0.079365121,0.008492549,0.01636183,0.013784483
0.591911817,0.391304411,0.268450924,0.441176464,0.401098837,0.0,0.363636308,0.065789522,0.259380101,0.001976785,0.003418777,0.082802461,0.301587275,0.035385726,0.039140193,0.057644058
0.617647031,0.478260882,0.18410383,0.519607806,0.478867239,0.0,0.229665094,0.052631549,0.071778134,0.01087226,0.034188014,0.065286582,0.37037041,0.067940549,0.051652225,0.10526318
0.665441081,0.478260882,0.169505273,0.495098048,0.468300929,0.0,0.253588534,0.03947369,0.081566049,0.003459374,0.022222213,0.065286582,0.333333384,0.033262588,0.01989093,0.056390924
0.231617684,0.391304411,0.231143577,0.651960733,0.472104786,0.0,0.454545477,0.013157859,0.055464924,0.005189003,0.003418777,0.070063668,0.095238175,0.019816,0.03625276,0.071428541
0.481617637,0.608695589,0.075425778,0.539215612,0.459847863,0.0,0.100478471,0.006578929,0.03425773,0.000988393,0.001709389,0.007961707,0.05291008,0.009907974,0.015720231,0.013784483
0.28676468,0.521739118,0.098134654,0.588235245,0.442519005,0.0,0.138755926,0.006578929,0.040783025,0.001482589,0.001709389,0.015923568,0.042328095,0.011323451,0.005774732,0.010025078
0.349264809,0.521739118,0.206812707,0.553921585,0.434488568,0.0,0.368421021,0.013157859,0.06525284,0.007659984,0.006837635,0.031847136,0.211640169,0.061571137,0.071863921,0.139097678
0.408088183,0.391304411,0.272506084,0.524509758,0.427303486,0.028455246,0.459330189,0.0,0.125611748,0.005683199,0.008547024,0.041401307,0.169312227,0.01698515,0.011870365,0.006265674
0.665441081,0.173913088,0.117599369,0.563725488,0.533389684,0.0,0.22009567,0.006578929,0.060358908,0.003459374,0.005128166,0.02707005,0.063492066,0.014862013,0.004491466,0.012531348
0.268382411,0.521739118,0.175182514,0.573529391,0.426035502,0.0,0.311004838,0.019736788,0.143556268,0.001729687,0.008547024,0.058917186,0.142857186,0.009907974,0.008341332,0.023809561
0.375000024,0.608695589,0.114355293,0.519607806,0.414201114,0.0,0.181818215,0.006578929,0.04893963,0.00420061,0.001709389,0.025477739,0.089947106,0.011323451,0.006416399,0.021303291
0.540441199,0.478260882,0.195458225,0.475490124,0.419695678,0.0,0.320574141,0.0,0.060358908,0.000988393,0.003418777,0.030254671,0.111111077,0.013446588,0.010587098,0.005012539
0.415441129,0.652173825,0.145174402,0.754901952,0.617920539,0.0,0.263157837,0.006578929,0.006525295,0.001729687,0.001709389,0.020700654,0.02645504,0.027600837,0.043631659,0.067669137
0.716911699,0.652173825,0.130575845,0.671568539,0.652578159,0.0,0.263157837,0.019736788,0.055464924,0.003212276,0.003418777,0.044585928,0.010581986,0.020523712,0.01989093,0.063909732
0.334558919,0.34782603,0.166261197,0.578431342,0.449281458,0.073170737,0.267942549,0.006578929,0.106035864,0.004447708,0.013675189,0.042993618,0.084656037,0.012031163,0.005453966,0.013784483
0.261029465,0.434782646,0.111922128,0.563725488,0.416314452,0.0,0.076555031,0.0,0.035889094,0.000988393,0.011965801,0.007961707,0.02645504,0.009907974,0.001924933,0.006265674
0.452205855,0.260869559,0.24898621,0.308823536,0.258241775,0.142276439,0.368421021,0.848684168,0.070146824,0.089448944,0.0940171,0.227707036,0.201058183,0.108987974,0.203400699,0.586466088
0.106617802,0.34782603,0.162206038,0.64215683,0.425190148,0.01626014,0.229665094,0.032894761,0.177814052,0.003459374,0.006837635,0.175159246,0.481481487,0.035385726,0.024382396,0.012531348
0.297794192,0.565217354,0.07866994,0.622549024,0.471682156,0.0,0.100478471,0.032894761,0.084828723,0.005683199,0.020512825,0.038216532,0.349206439,0.046709124,0.089829918,0.07894735
0.426470641,0.478260882,0.200324469,0.563725488,0.464496978,0.0,0.382775157,0.065789522,0.06525284,0.001729687,0.006837635,0.052547789,0.211640169,0.014154301,0.020853363,0.018797022
0.665441081,0.608695589,0.192214149,0.455882318,0.431107342,0.0,0.406698597,0.04605262,0.073409444,0.001976785,0.005128166,0.036624221,0.116402146,0.020523712,0.016682664,0.013784483
0.176470688,0.478260882,0.161394953,0.632352927,0.440405762,0.0,0.224880382,0.04605262,0.119086453,0.006424493,0.010256412,0.114649596,0.460317516,0.023354562,0.023740729,0.0288221
0.687499917,0.391304411,0.514193059,0.352941218,0.337700696,0.0,0.425837325,1.0,0.221859697,0.532987427,0.482051299,0.363057286,0.640211728,0.128803974,0.069938988,0.131578869
0.312500083,0.391304411,0.118410366,0.583333294,0.446322861,0.0,0.248803822,0.0,0.057096235,0.001729687,0.001709389,0.019108189,0.111111077,0.014862013,0.003529033,0.025062696
0.522058742,0.521739118,0.167883191,0.504901952,0.440828392,0.0,0.315789429,0.032894761,0.195758572,0.00271808,0.011965801,0.073248443,0.201058183,0.024062275,0.016682664,0.013784483
0.474264691,0.34782603,0.08678026,0.436274512,0.370245073,0.044715491,0.095693759,0.08552631,0.102773244,0.003706472,0.029059848,0.087579546,0.195767267,0.041047425,0.035290327,0.045112711
0.547794145,0.34782603,0.15166264,0.495098048,0.438715149,0.0,0.234449807,0.309210478,0.068515513,0.001235491,0.0,0.011146482,0.037037026,0.012738876,0.014436964,0.012531348
0.41176475,0.391304411,0.21248986,0.549019633,0.448013475,0.073170737,0.306220126,0.006578929,0.101141933,0.004447708,0.008547024,0.041401307,0.089947106,0.014154301,0.013474464,0.007518809
0.327205973,0.565217354,0.144363405,0.676470609,0.52282328,0.0,0.224880382,0.013157859,0.119086453,0.006424493,0.001709389,0.0541401,0.174603143,0.044585987,0.05614369,0.02631583
0.400735238,0.434782646,0.26277377,0.46078427,0.373626394,0.0,0.377990445,0.065789522,0.132137043,0.006424493,0.13333336,0.101910804,0.190476198,0.027600837,0.024061562,0.02631583
0.654411758,0.434782646,0.282238484,0.426470609,0.401098837,0.0,0.354067005,0.006578929,0.03425773,0.005930297,0.001709389,0.132165629,0.470899502,0.015569726,0.011549531,0.005012539
0.091911911,0.434782646,0.174371429,0.740196097,0.484784433,0.0,0.22009567,0.04605262,0.107667228,0.007412886,0.017094048,0.148089196,0.338624301,0.028308549,0.010266265,0.038847178
0.595588195,0.521739118,0.263584767,0.504901952,0.459847863,0.0,0.401913885,0.019736788,0.314845025,0.004447708,0.005128166,0.103503114,0.322751399,0.020523712,0.043310826,0.030075235
0.3639707,0.521739118,0.056772148,0.544117682,0.430684712,0.0,0.066985607,0.0,0.029363799,0.000988393,0.003418777,0.007961707,0.02645504,0.007784837,0.000320766,0.007518809
0.724264644,0.391304411,0.251419288,0.450980367,0.439560408,0.0,0.377990445,0.098684168,0.166394773,0.003706472,0.039316261,0.149681507,0.248677347,0.021939137,0.017645164,0.036340909
0.738970535,0.304347795,0.613949707,0.254901952,0.250633968,0.142276439,0.727272738,0.072368451,0.071778134,0.163083783,0.136752137,0.571655978,0.269841318,0.067940549,0.093679784,0.093984967
0.687499917,0.260869559,0.234387653,0.230392194,0.220625463,0.101625983,0.334928278,0.131578929,0.063621529,0.015814164,0.054700839,0.130573164,0.105820161,0.033970301,0.03625276,0.061403463
0.786764585,0.608695589,0.130575845,0.661764636,0.665257806,0.0,0.205741655,0.006578929,0.008156605,0.002965178,0.001709389,0.046178239,0.031746109,0.017692863,0.020853363,0.033834639
0.584558871,0.434782646,0.102189814,0.5,0.452662685,0.0,0.205741655,0.217105239,0.063621529,0.000988393,0.003418777,0.015923568,0.079365121,0.010615739,0.019249263,0.020050157
0.227941306,0.391304411,0.167072194,0.754901952,0.545223977,0.0,0.24401911,0.026315832,0.158238168,0.007412886,0.013675189,0.105095579,0.291005289,0.019108288,0.017003497,0.048872115
0.694852863,0.521739118,0.254663451,0.480392194,0.461538476,0.0,0.464114901,0.269736788,0.164763462,0.015567066,0.022222213,0.156050903,0.328042315,0.048832261,0.049085625,0.053884654
0.356617755,0.217391323,0.24493105,0.509803903,0.401521561,0.256097527,0.459330189,0.0,0.104404554,0.000988393,0.015384578,0.033439446,0.158730241,0.014862013,0.005133132,0.007518809
0.294117625,0.34782603,0.12327661,0.593137197,0.448436199,0.0,0.205741655,0.0,0.106035864,0.004447708,0.003418777,0.025477739,0.042328095,0.014154301,0.012832798,0.020050157
0.422794074,0.391304411,0.232765659,0.470588173,0.386728671,0.101625983,0.344497581,0.0,0.047308319,0.00420061,0.006837635,0.033439446,0.074074051,0.013446588,0.008341332,0.003759404
0.433823586,0.478260882,0.173560432,0.524509758,0.434065939,0.0,0.306220126,0.0,0.086460034,0.002223883,0.003418777,0.015923568,0.158730241,0.012738876,0.019570097,0.012531348
0.018382458,0.478260882,0.266017846,0.612745121,0.379966123,0.0,0.492822932,0.006578929,0.05057094,0.057326419,0.023931602,0.070063668,0.05291008,0.021939137,0.015078564,0.036340909
0.400735238,0.434782646,0.12327661,0.573529391,0.464919703,0.0,0.272727262,0.0,0.057096235,0.000988393,0.003418777,0.017515878,0.058201149,0.006369412,0.011549531,0.023809561
0.834558824,0.434782646,0.257096529,0.294117682,0.302620446,0.0,0.344497581,0.302631549,0.039151714,0.010625162,0.056410227,0.128980854,0.063492066,0.032554823,0.029194695,0.066416002
0.378676591,0.391304411,0.070559621,0.544117682,0.434911198,0.0,0.090909047,0.0,0.029363799,0.004941904,0.003418777,0.017515878,0.031746109,0.008492549,0.0016041,0.018797022
0.272058789,0.217391323,0.0827251,0.583333294,0.434065939,0.0,0.119617199,0.0,0.107667228,0.003459374,0.003418777,0.020700654,0.042328095,0.008492549,0.004812299,0.011278213
0.819852934,0.565217354,0.138686164,0.470588173,0.480557852,0.0,0.215310958,0.006578929,0.006525295,0.000988393,0.001709389,0.031847136,0.02645504,0.013446588,0.021815796,0.016290752
0.246323575,0.130434852,0.13787508,0.455882318,0.33305158,0.113821088,0.215310958,0.006578929,0.035889094,0.000988393,0.005128166,0.0541401,0.074074051,0.009200261,0.007378899,0.012531348
0.525735309,0.217391323,0.392538531,0.151960733,0.132713382,0.170731684,0.492822932,0.381578929,0.003262621,0.419322982,0.673504275,0.310509496,0.301587275,0.267515922,0.122553713,0.348370904
0.172794121,0.695652205,0.102189814,0.480392194,0.33347421,0.044715491,0.177033503,0.0,0.029363799,0.000988393,0.006837635,0.012738793,0.095238175,0.009907974,0.002245699,0.011278213
0.352941188,0.304347795,0.11922145,0.529411709,0.415891822,0.073170737,0.17224879,0.072368451,0.114192522,0.010378064,0.029059848,0.156050903,0.386243465,0.043878275,0.051331391,0.046365845
0.470588313,0.652173825,0.127331769,0.691176464,0.585376162,0.0,0.234449807,0.04605262,0.084828723,0.002965178,0.017094048,0.103503114,0.354497355,0.024062275,0.053577158,0.035087774
0.577205926,0.304347795,0.22060018,0.431372561,0.388841914,0.0,0.291865989,0.019736788,0.109298538,0.006177395,0.005128166,0.047770704,0.121693215,0.01698515,0.010266265,0.013784483
0.194852957,0.521739118,0.081103019,0.578431342,0.407861385,0.0,0.114832487,0.0,0.008156605,0.000988393,0.001709389,0.012738793,0.037037026,0.010615739,0.002887366,0.011278213
0.628676543,0.434782646,0.273317168,0.39215683,0.363905344,0.0,0.449760764,0.17105262,0.168026083,0.016308361,0.041025649,0.181528643,0.253968264,0.024769987,0.04042346,0.066416002
0.231617684,0.521739118,0.063260386,0.573529391,0.415046468,0.0,0.090909047,0.0,0.03425773,0.003459374,0.001709389,0.017515878,0.031746109,0.014862013,0.004491466,0.008771943
0.371323645,0.478260882,0.063260386,0.568627439,0.452240056,0.0,0.081339744,0.0,0.037520404,0.000988393,0.001709389,0.014331103,0.058201149,0.007784837,0.0016041,0.015037617
0.44485291,0.34782603,0.133008923,0.549019633,0.457734525,0.028455246,0.339712869,0.013157859,0.089722654,0.001235491,0.001709389,0.039808843,0.105820161,0.013446588,0.003529033,0.011278213
0.503676473,0.260869559,0.267639927,0.264705855,0.2286559,0.186991825,0.401913885,0.105263098,0.099510623,0.015814164,0.032478626,0.307324875,0.068783135,0.021939137,0.032082128,0.032581504
0.503676473,0.260869559,0.145985399,0.446078415,0.385460688,0.0,0.234449807,0.019736788,0.06525284,0.004694806,0.003418777,0.031847136,0.105820161,0.070771399,0.053897924,0.07644108
0.474264691,0.652173825,0.210867779,0.588235245,0.499154693,0.0,0.315789429,0.026315832,0.114192522,0.00395357,0.02564099,0.113057286,0.021163971,0.021939137,0.026628162,0.060150328
0.224264738,0.217391323,0.030819196,0.6029411,0.434065939,0.056910596,0.02392344,0.013157859,0.040783025,0.000988393,0.003418777,0.009554171,0.015873055,0.009200261,0.006095565,0.018797022
0.485294204,0.652173825,0.126520685,0.490196097,0.418850324,0.0,0.224880382,0.006578929,0.047308319,0.00420061,0.001709389,0.028662361,0.063492066,0.012738876,0.014116131,0.017543887
0.386029536,0.304347795,0.217356104,0.534313661,0.428994099,0.130081333,0.358851718,0.013157859,0.112561159,0.001482589,0.046153815,0.039808843,0.105820161,0.007077124,0.011228698,0.018797022
0.216911793,0.434782646,0.241686975,0.774509758,0.555367657,0.0,0.425837325,0.059210478,0.156606857,0.01507287,0.02735046,0.170382161,0.116402146,0.028308549,0.031761295,0.058897193
0.474264691,0.304347795,0.215734023,0.151960733,0.128486896,0.430894246,0.339712869,0.026315832,0.003262621,0.103039284,0.032478626,0.238853518,0.338624301,0.198159948,0.185755536,0.280701767
0.371323645,0.478260882,0.109489049,0.549019633,0.436601811,0.044715491,0.205741655,0.026315832,0.088091344,0.003459374,0.008547024,0.066878893,0.264550249,0.017692863,0.027590595,0.02631583
0.437499965,0.173913088,0.223033258,0.490196097,0.406593401,0.186991825,0.430622037,0.0,0.102773244,0.002965178,0.006837635,0.033439446,0.111111077,0.008492549,0.009303765,0.011278213
0.466911746,0.652173825,0.127331769,0.666666588,0.563398094,0.0,0.200956942,0.032894761,0.06688415,0.003212276,0.015384578,0.039808843,0.158730241,0.017692863,0.016041064,0.03132837
0.121323692,0.478260882,0.136253086,0.64215683,0.429839358,0.0,0.19617223,0.019736788,0.083197413,0.00420061,0.006837635,0.109872511,0.185185281,0.012738876,0.003849866,0.025062696
0.257352898,0.130434852,0.096512573,0.46078427,0.339391309,0.073170737,0.181818215,0.019736788,0.042414335,0.000988393,0.001709389,0.022292964,0.068783135,0.011323451,0.007058065,0.008771943
0.257352898,0.652173825,0.063260386,0.558823536,0.411665241,0.0,0.090909047,0.0,0.039151714,0.00271808,0.001709389,0.006369396,0.02645504,0.010615739,0.008341332,0.013784483
0.569852981,0.608695589,0.150851643,0.529411709,0.475063383,0.0,0.349282293,0.059210478,0.06525284,0.012354849,0.010256412,0.093948943,0.174603143,0.014154301,0.021174196,0.037594044
0.433823586,0.173913088,0.233576656,0.504901952,0.418005065,0.402439,0.38755987,0.006578929,0.094616639,0.002223883,0.013675189,0.030254671,0.153439172,0.004953987,0.002887366,0.021303291
0.334558919,0.478260882,0.234387653,0.495098048,0.384192704,0.0,0.344497581,0.013157859,0.106035864,0.012354849,0.034188014,0.063694271,0.185185281,0.029016261,0.039140193,0.0288221
0.330882352,0.478260882,0.11922145,0.504901952,0.390955157,0.0,0.17224879,0.013157859,0.073409444,0.005189003,0.005128166,0.039808843,0.338624301,0.019108288,0.010266265,0.013784483
0.805147043,0.434782646,0.217356104,0.333333294,0.33812342,0.073170737,0.224880382,0.032894761,0.019575831,0.007165788,0.039316261,0.22292995,0.227513223,0.055201726,0.087584219,0.042606441
0.466911746,0.304347795,0.081914016,0.446078415,0.377007621,0.044715491,0.100478471,0.072368451,0.075040808,0.017296753,0.02564099,0.098726028,0.222222307,0.046001412,0.027590595,0.030075235
0.466911746,0.478260882,0.080292022,0.514705855,0.434911198,0.0,0.133971335,0.006578929,0.052202304,0.0,0.011965801,0.007961707,0.095238175,0.015569726,0.014436964,0.015037617
0.39705886,0.652173825,0.053527985,0.539215612,0.436179182,0.0,0.066985607,0.006578929,0.030995109,0.004447708,0.003418777,0.003184621,0.021163971,0.012738876,0.014436964,0.00250627
0.547794145,0.478260882,0.182481749,0.475490124,0.421386292,0.0,0.282296686,0.04605262,0.063621529,0.00691869,0.041025649,0.044585928,0.312169413,0.029723974,0.013795298,0.046365845
0.496323527,0.565217354,0.182481749,0.470588173,0.404480158,0.0,0.282296686,0.032894761,0.052202304,0.007659984,0.017094048,0.036624221,0.158730241,0.024062275,0.02053253,0.022556426
