frequency,attack-angle,chord-length,free-stream-velocity,suct-side-displacement,norm-sound
2500,0,0.0254,31.7,0.000439472,78.4880474
1000,4,0.2286,55.5,0.0042862,76.4591698
3150,4,0.2286,71.3,0.00400603,55.1173984
1600,0,0.0254,39.6,0.000428464,55.2450342
250,0,0.3048,31.7,0.00331266,40.4578935
250,12.7,0.0254,39.6,0.0130253,48.3074959
200,9.9,0.1524,55.5,0.0208438,75.9831946
2500,8.4,0.0508,39.6,0.00566229,64.043928
8000,17.4,0.0254,71.3,0.016104,32.137634
3150,3,0.3048,39.6,0.00495741,41.3274124
16000,0,0.1524,55.5,0.00172668,25.0565054
2000,4.2,0.0508,71.3,0.00142788,70.3805143
2000,0,0.0508,31.7,0.000812164,78.7885234
5000,4.2,0.0508,39.6,0.00152689,70.1917196
2000,0,0.0508,55.5,0.00076193,74.656314
400,0,0.2286,39.6,0.00253511,53.6735182
630,4,0.2286,71.3,0.00400603,68.2266599
1000,12.3,0.1016,39.6,0.0408268,50.6687585
1250,9.5,0.0254,55.5,0.0043284,76.6399872
500,15.6,0.1016,71.3,0.0437259,72.481187
5000,7.3,0.2286,71.3,0.0104404,31.6909086
10000,12.7,0.0254,71.3,0.0121808,29.3509187
8000,0,0.2286,71.3,0.00214345,38.9395591
2500,4.2,0.0508,39.6,0.00152689,81.0141729
10000,4,0.3048,71.3,0.00497773,20.0095727
315,4,0.3048,71.3,0.00497773,65.9318744
1600,5.4,0.1524,31.7,0.00525474,54.1946978
2000,1.5,0.3048,39.6,0.00392107,49.7806259
4000,4.2,0.0508,39.6,0.00152689,75.5896509
2500,0,0.0508,31.7,0.000812164,83.7344111
630,17.4,0.0254,55.5,0.0165706,50.6049406
4000,15.6,0.1016,71.3,0.0437259,26.3727498
315,0,0.2286,31.7,0.0027238,45.7760523
2500,8.9,0.1016,71.3,0.0103088,53.8277448
2000,2.7,0.1524,39.6,0.00294804,65.8361475
400,3,0.3048,39.6,0.00495741,58.7443827
400,15.6,0.1016,71.3,0.0437259,81.5752387
2500,17.4,0.0254,55.5,0.0165706,57.3058207
4000,7.3,0.2286,55.5,0.0111706,36.9718403
315,22.2,0.0254,71.3,0.0214178,33.177334
1250,2,0.2286,39.6,0.00346574,66.1499189
630,0,0.1524,31.7,0.00209405,60.1403994
315,8.9,0.1016,71.3,0.0103088,88.2894142
315,7.3,0.2286,71.3,0.0104404,96.8649454
1000,3.3,0.1016,55.5,0.002211,73.786795
4000,8.9,0.1016,39.6,0.0124596,34.1425798
3150,9.9,0.1524,39.6,0.0233328,26.9763608
4000,11.2,0.0508,39.6,0.0150478,32.2812242
10000,4,0.2286,71.3,0.00400603,25.8675247
200,9.9,0.1524,39.6,0.0233328,63.6450661
5000,15.4,0.0508,31.7,0.0289853,23.8652379
500,15.4,0.0508,31.7,0.0289853,54.0191986
3150,3.3,0.1016,31.7,0.00251435,66.1366235
1250,8.4,0.0508,55.5,0.00544854,76.7729412
1000,3,0.3048,39.6,0.00495741,66.2961683
3150,17.4,0.0254,31.7,0.0176631,53.4102694
1000,9.5,0.0254,31.7,0.00461377,74.3638152
2000,1.5,0.3048,71.3,0.00336729,61.8555056
1250,0,0.0508,31.7,0.000812164,68.8435664
2000,7.3,0.2286,31.7,0.0132672,31.7201585
4000,5.4,0.1524,31.7,0.00525474,34.0388757
500,0,0.3048,39.6,0.00310138,62.6984338
2500,0,0.1524,55.5,0.00172668,64.8363337
4000,9.9,0.1524,31.7,0.0252785,21.4827027
800,2,0.2286,39.6,0.00346574,68.2240009
5000,0,0.0508,55.5,0.00076193,82.8994602
8000,3.3,0.1016,39.6,0.00245138,39.1177174
1000,19.7,0.0508,71.3,0.0341183,49.2062648
200,17.4,0.0254,39.6,0.0172206,28.356423
800,2,0.2286,55.5,0.00313525,66.7748026
250,17.4,0.0254,55.5,0.0165706,18.9087138
800,9.9,0.1524,71.3,0.0193001,67.8038663
5000,9.9,0.1524,55.5,0.0208438,23.0941048
250,11.2,0.0508,39.6,0.0150478,61.2917808
3150,0,0.1524,55.5,0.00172668,64.8097429
2500,0,0.2286,31.7,0.0027238,53.3544287
1600,2.7,0.1524,71.3,0.00243851,72.4971415
2500,3.3,0.1016,71.3,0.00202822,81.1391496
800,2.7,0.1524,71.3,0.00243851,63.8551334
3150,15.4,0.0508,39.6,0.0282593,45.5580078
4000,12.7,0.0254,39.6,0.0130253,61.5763023
5000,5.4,0.1524,55.5,0.00433288,40.8886643
2500,4,0.3048,71.3,0.00497773,54.2319249
1250,0,0.2286,39.6,0.00253511,69.1759513
315,15.4,0.0508,71.3,0.0264269,60.6668971
2000,5.4,0.1524,71.3,0.00401199,73.7389316
4000,4.8,0.0254,39.6,0.000907475,84.0694552
1000,15.6,0.1016,71.3,0.0437259,55.9948946
6300,0,0.1016,31.7,0.00150092,55.5029649
400,9.5,0.0254,39.6,0.00449821,47.2624777
6300,3,0.3048,55.5,0.00452492,32.7040179
4000,4.8,0.0254,55.5,0.000873218,81.218922
5000,8.4,0.0508,71.3,0.00529514,47.2412051
1250,9.9,0.1524,71.3,0.0193001,51.3175739
500,3,0.3048,71.3,0.00425727,66.6737575
1000,3,0.3048,55.5,0.00452492,69.000452
800,4.8,0.0254,31.7,0.000930789,51.2351424
400,15.4,0.0508,71.3,0.0264269,62.2889356
1250,3.3,0.1016,55.5,0.002211,78.1476853
800,0,0.3048,71.3,0.00266337,60.6828516
630,12.6,0.1524,39.6,0.0584113,35.020076
1600,11.2,0.0508,39.6,0.0150478,61.5842795
800,0,0.1524,31.7,0.00209405,68.4367272
6300,7.2,0.1524,71.3,0.00752039,35.1610073
5000,3.3,0.1016,39.6,0.00245138,50.4985774
250,9.9,0.1524,39.6,0.0233328,66.3573271
2000,3,0.3048,39.6,0.00495741,45.6085303
5000,22.2,0.0254,71.3,0.0214178,59.4224479
2000,0,0.1016,71.3,0.00121072,76.3554657
800,6.7,0.1016,39.6,0.00578076,83.0829367
4000,2,0.2286,39.6,0.00346574,44.7975111
1600,9.5,0.0254,31.7,0.00461377,73.5395006
500,7.3,0.2286,55.5,0.0111706,79.2246124
630,3,0.3048,39.6,0.00495741,68.9020661
1250,22.2,0.0254,71.3,0.0214178,100
12500,4.2,0.0508,71.3,0.00142788,37.0888398
5000,7.2,0.1524,71.3,0.00752039,39.7878055
6300,2,0.2286,55.5,0.00313525,40.7690058
400,15.4,0.0508,55.5,0.0271925,61.4779163
5000,4,0.3048,71.3,0.00497773,38.3040391
12500,4,0.2286,71.3,0.00400603,28.925466
1600,15.6,0.1016,71.3,0.0437259,48.2569734
800,17.4,0.0254,71.3,0.016104,55.5641237
500,6.7,0.1016,55.5,0.0052139,69.0376792
8000,0,0.1016,55.5,0.00131983,56.0268035
2500,22.2,0.0254,39.6,0.0229028,47.6666578
630,9.5,0.0254,55.5,0.0043284,58.6912011
2000,4.8,0.0254,31.7,0.000930789,71.1782381
3150,0,0.1524,71.3,0.0015988,69.1280879
400,4,0.2286,55.5,0.0042862,52.8997261
1600,15.4,0.0508,31.7,0.0289853,48.142633
1600,0,0.3048,39.6,0.00310138,54.9605127
4000,12.3,0.1016,39.6,0.0408268,20.0095727
3150,2.7,0.1524,39.6,0.00294804,51.9557529
2500,4.8,0.0254,39.6,0.000907475,74.0713165
630,11.2,0.0508,39.6,0.0150478,79.1076129
1250,0,0.1016,71.3,0.00121072,71.6754859
4000,0,0.3048,71.3,0.00266337,52.3333422
4000,4,0.3048,71.3,0.00497773,42.9574281
2500,7.3,0.2286,31.7,0.0132672,30.1247108
6300,5.3,0.2286,71.3,0.0051942,36.0039354
2000,15.4,0.0508,71.3,0.0264269,68.8834525
5000,3.3,0.1016,71.3,0.00202822,62.9510463
1600,12.3,0.1016,39.6,0.0408268,38.5433563
5000,22.2,0.0254,39.6,0.0229028,41.04555
500,2,0.2286,31.7,0.00372371,61.9485734
2500,8.4,0.0508,55.5,0.00544854,74.8849948
6300,2,0.2286,39.6,0.00346574,34.6664185
315,2,0.2286,31.7,0.00372371,44.5847847
12500,0,0.1524,71.3,0.0015988,36.4480017
3150,17.4,0.0254,55.5,0.0165706,55.0987848
500,7.3,0.2286,39.6,0.0123481,71.5797591
5000,2.7,0.1524,39.6,0.00294804,48.1798601
2000,17.4,0.0254,39.6,0.0172206,61.8608238
1600,0,0.0508,31.7,0.000812164,73.4703646
800,6.7,0.1016,31.7,0.00592927,78.4587976
2500,4,0.2286,39.6,0.00473801,43.2605632
800,5.4,0.1524,31.7,0.00525474,74.7493818
800,1.5,0.3048,39.6,0.00392107,67.6762305
8000,0,0.1016,31.7,0.00150092,44.7071024
1000,0,0.1524,71.3,0.0015988,63.6237934
5000,2,0.2286,31.7,0.00372371,39.5857154
1000,8.4,0.0508,39.6,0.00566229,71.3032148
6300,3,0.3048,39.6,0.00495741,28.3511048
4000,9.5,0.0254,31.7,0.00461377,62.1054591
500,9.9,0.1524,31.7,0.0252785,63.2834313
12500,0,0.0508,71.3,0.000740478,58.0742947
400,4,0.3048,71.3,0.00497773,69.6545856
500,4,0.2286,39.6,0.00473801,62.9111602
1000,3.3,0.1016,71.3,0.00202822,74.5978142
1000,15.4,0.0508,39.6,0.0282593,65.182014
800,12.3,0.1016,71.3,0.0337792,63.6530433
800,15.4,0.0508,71.3,0.0264269,74.8131997
8000,4,0.3048,71.3,0.00497773,27.3486319
4000,17.4,0.0254,71.3,0.016104,59.0475177
12500,0,0.3048,71.3,0.00266337,23.5621028
2500,9.9,0.1524,71.3,0.0193001,43.2339724
1600,8.4,0.0508,71.3,0.00529514,81.0115138
630,0,0.1524,55.5,0.00172668,53.7213817
4000,17.4,0.0254,31.7,0.0176631,49.5014226
12500,2.7,0.1524,71.3,0.00243851,25.6707528
4000,2.7,0.1524,71.3,0.00243851,61.568325
1600,12.3,0.1016,31.7,0.0418756,29.5078044
1600,22.2,0.0254,39.6,0.0229028,50.0864201
1600,7.3,0.2286,31.7,0.0132672,41.6385247
1250,0,0.0254,31.7,0.000439472,65.3256043
5000,0,0.2286,71.3,0.00214345,55.6385779
1000,0,0.0508,71.3,0.000740478,69.3222007
400,12.6,0.1524,71.3,0.0483159,63.0574095
1250,7.3,0.2286,39.6,0.0123481,52.6737044
4000,5.3,0.2286,39.6,0.00614329,33.0284256
12500,0,0.0508,31.7,0.000812164,41.7209562
1600,9.5,0.0254,39.6,0.00449821,73.9330444
5000,4,0.2286,31.7,0.00509068,33.4751509
2500,0,0.1016,31.7,0.00150092,76.1108304
2500,3.3,0.1016,31.7,0.00251435,71.8270535
6300,1.5,0.3048,71.3,0.00336729,39.2001489
8000,0,0.1524,31.7,0.00209405,38.7614008
4000,0,0.0508,71.3,0.000740478,82.5644162
3150,7.2,0.1524,71.3,0.00752039,35.6396416
1000,7.2,0.1524,71.3,0.00752039,82.1469407
630,12.7,0.0254,39.6,0.0130253,67.7719573
1600,0,0.1016,39.6,0.00146332,79.4559523
2500,12.3,0.1016,71.3,0.0337792,47.6985668
3150,9.5,0.0254,55.5,0.0043284,79.4320206
8000,0,0.0254,55.5,0.00041229,87.1726008
4000,9.9,0.1524,71.3,0.0193001,31.1085702
3150,9.5,0.0254,31.7,0.00461377,66.8918021
800,15.4,0.0508,39.6,0.0282593,66.5913261
400,12.7,0.0254,39.6,0.0130253,58.8906321
630,8.4,0.0508,39.6,0.00566229,60.2680352
500,11.2,0.0508,39.6,0.0150478,75.99649
2500,12.6,0.1524,71.3,0.0483159,31.5207275
2500,0,0.0254,39.6,0.000428464,75.6667642
1250,5.3,0.2286,39.6,0.00614329,59.4064935
6300,3.3,0.1016,39.6,0.00245138,46.4567767
1250,17.4,0.0254,71.3,0.016104,61.0950089
2500,0,0.0508,71.3,0.000740478,74.2680884
1000,0,0.2286,55.5,0.00229336,66.2376685
400,8.4,0.0508,55.5,0.00544854,48.4005637
315,11.2,0.0508,71.3,0.014072,66.4796447
250,7.3,0.2286,39.6,0.0123481,75.8076954
12500,1.5,0.3048,71.3,0.00336729,15.534342
1250,12.3,0.1016,39.6,0.0408268,47.2917276
1600,8.9,0.1016,39.6,0.0124596,54.3515835
3150,1.5,0.3048,71.3,0.00336729,53.2134975
8000,7.2,0.1524,39.6,0.00909175,21.8257239
400,7.3,0.2286,55.5,0.0111706,86.5370809
5000,5.4,0.1524,39.6,0.00485029,36.3150477
315,17.4,0.0254,55.5,0.0165706,22.6846066
500,22.2,0.0254,71.3,0.0214178,38.7879916
3150,4.8,0.0254,39.6,0.000907475,79.9212912
6300,4.8,0.0254,39.6,0.000907475,82.3144627
1600,5.4,0.1524,55.5,0.00433288,72.2923924
1250,11.2,0.0508,71.3,0.014072,87.2470551
3150,12.6,0.1524,39.6,0.0584113,7.6581487
3150,22.2,0.0254,39.6,0.0229028,46.4700721
200,12.3,0.1016,71.3,0.0337792,72.348233
12500,0,0.0254,39.6,0.000428464,68.4340681
250,8.9,0.1016,71.3,0.0103088,82.8383014
1000,4.8,0.0254,39.6,0.000907475,52.0541389
1000,2,0.2286,39.6,0.00346574,68.5164996
4000,0,0.1016,71.3,0.00121072,73.2709336
1250,4.8,0.0254,39.6,0.000907475,57.5584333
6300,0,0.0508,55.5,0.00076193,78.2194804
400,5.3,0.2286,71.3,0.0051942,64.6688117
6300,7.3,0.2286,39.6,0.0123481,19.8340734
500,17.4,0.0254,39.6,0.0172206,37.5834286
5000,0,0.3048,71.3,0.00266337,47.6533624
2000,3.3,0.1016,31.7,0.00251435,75.1509028
315,7.2,0.1524,71.3,0.00752039,67.3624591
1600,3.3,0.1016,55.5,0.002211,80.4876752
6300,12.7,0.0254,39.6,0.0130253,52.6417954
3150,8.9,0.1016,39.6,0.0124596,42.4654984
6300,9.9,0.1524,55.5,0.0208438,19.0788949
2000,8.4,0.0508,39.6,0.00566229,70.6916266
5000,0,0.0508,71.3,0.000740478,82.5644162
500,8.4,0.0508,39.6,0.00566229,51.9185258
4000,0,0.0508,39.6,0.000791822,84.8990879
400,2,0.2286,31.7,0.00372371,53.2799745
800,9.9,0.1524,31.7,0.0252785,58.922541
3150,12.3,0.1016,71.3,0.0337792,46.3158455
1250,4,0.2286,31.7,0.00509068,65.7829659
1000,5.3,0.2286,71.3,0.0051942,81.421012
1600,7.2,0.1524,71.3,0.00752039,73.1592523
1250,6.7,0.1016,31.7,0.00592927,68.8063392
1250,5.4,0.1524,71.3,0.00401199,81.7161699
6300,4.8,0.0254,71.3,0.000848633,82.7452336
6300,4,0.2286,31.7,0.00509068,24.7799612
630,15.4,0.0508,31.7,0.0289853,56.6516872
200,15.4,0.0508,39.6,0.0282593,48.9350387
1250,4.8,0.0254,31.7,0.000930789,63.8923605
3150,22.2,0.0254,71.3,0.0214178,55.1679209
2500,3,0.3048,31.7,0.00529514,43.1249501
2000,0,0.0508,39.6,0.000791822,78.5438881
500,15.6,0.1016,39.6,0.0528487,31.7068631
2500,0,0.3048,55.5,0.00283081,55.1120802
2000,12.7,0.0254,39.6,0.0130253,69.6333129
1250,5.4,0.1524,31.7,0.00525474,54.8062861
4000,0,0.0508,55.5,0.00076193,83.9365012
3150,4,0.3048,39.6,0.00579636,40.8514372
315,0,0.2286,55.5,0.00229336,42.9707235
250,15.6,0.1016,39.6,0.0528487,56.5426649
2500,19.7,0.0508,71.3,0.0341183,39.8994868
6300,12.7,0.0254,71.3,0.0121808,58.5476108
1000,3.3,0.1016,39.6,0.00245138,76.0257399
4000,9.5,0.0254,55.5,0.0043284,74.991358
3150,3.3,0.1016,71.3,0.00202822,76.4059882
1250,0,0.1016,31.7,0.00150092,78.9294546
1250,2,0.2286,71.3,0.00293031,67.6363443
500,2,0.2286,71.3,0.00293031,61.4406892
8000,4.2,0.0508,39.6,0.00152689,45.2495546
1600,9.9,0.1524,31.7,0.0252785,36.5330922
3150,0,0.0508,31.7,0.000812164,85.3830404
1250,0,0.2286,55.5,0.00229336,65.2272183
1600,3,0.3048,39.6,0.00495741,51.591459
6300,0,0.3048,55.5,0.00283081,38.8119233
8000,0,0.0508,71.3,0.000740478,73.151275
500,12.7,0.0254,39.6,0.0130253,63.1451591
4000,4.2,0.0508,71.3,0.00142788,80.3520621
315,22.2,0.0254,39.6,0.0229028,46.0978009
200,12.6,0.1524,71.3,0.0483159,66.4078496
1000,7.3,0.2286,55.5,0.0111706,58.0051586
400,7.2,0.1524,39.6,0.00909175,76.4166246
1000,9.9,0.1524,71.3,0.0193001,61.0763954
2000,9.5,0.0254,55.5,0.0043284,81.5592842
400,8.9,0.1016,39.6,0.0124596,85.5159944
2000,2.7,0.1524,71.3,0.00243851,71.0878294
1000,0,0.1016,31.7,0.00150092,74.2760656
2500,3,0.3048,55.5,0.00452492,50.6793948
5000,4.8,0.0254,55.5,0.000873218,85.3670859
500,5.4,0.1524,55.5,0.00433288,69.1014971
6300,3,0.3048,71.3,0.00425727,33.913899
4000,0,0.3048,31.7,0.00331266,39.2613077
6300,9.5,0.0254,55.5,0.0043284,55.4205334
2000,3.3,0.1016,55.5,0.002211,80.4876752
1250,15.4,0.0508,55.5,0.0271925,70.7846943
400,8.4,0.0508,31.7,0.00580776,44.3959901
1600,2.7,0.1524,39.6,0.00294804,70.9149892
1600,8.4,0.0508,31.7,0.00580776,68.9127024
315,15.6,0.1016,39.6,0.0528487,51.5170048
800,0,0.1016,55.5,0.00131983,65.2538091
12500,0,0.1016,71.3,0.00121072,42.5319754
500,12.3,0.1016,55.5,0.0368233,80.8200601
4000,0,0.1016,31.7,0.00150092,62.6292977
6300,7.3,0.2286,71.3,0.0104404,33.0736299
3150,0,0.0254,71.3,0.000400682,89.4168639
630,12.7,0.0254,71.3,0.0121808,67.8012072
400,12.6,0.1524,39.6,0.0584113,33.3182652
200,12.3,0.1016,55.5,0.0368233,76.9112133
4000,7.3,0.2286,31.7,0.0132672,24.6204164
5000,1.5,0.3048,39.6,0.00392107,34.1984205
3150,9.9,0.1524,55.5,0.0208438,31.1245247
630,9.9,0.1524,55.5,0.0208438,63.6450661
630,7.3,0.2286,39.6,0.0123481,67.9368203
2500,2,0.2286,39.6,0.00346574,47.908634
800,12.3,0.1016,39.6,0.0408268,50.3496689
2000,4,0.3048,39.6,0.00579636,46.7545936
3150,5.3,0.2286,71.3,0.0051942,52.4902279
250,19.7,0.0508,39.6,0.036484,63.4030899
3150,0,0.3048,39.6,0.00310138,45.0421464
3150,4.8,0.0254,71.3,0.000848633,79.7670646
500,3,0.3048,31.7,0.00529514,64.2646316
20000,4.8,0.0254,71.3,0.000848633,43.4174489
315,9.9,0.1524,55.5,0.0208438,77.0468264
6300,9.5,0.0254,39.6,0.00449821,45.0554418
1600,12.3,0.1016,71.3,0.0337792,56.8192092
2500,15.6,0.1016,71.3,0.0437259,41.5295025
4000,0,0.2286,39.6,0.00253511,53.4076103
1600,4.8,0.0254,55.5,0.000873218,48.1133831
500,12.7,0.0254,71.3,0.0121808,62.53623
4000,0,0.2286,55.5,0.00229336,53.2613609
5000,7.3,0.2286,39.6,0.0123481,22.8122424
4000,0,0.1524,55.5,0.00172668,63.4270216
1250,3.3,0.1016,71.3,0.00202822,76.9112133
630,8.9,0.1016,39.6,0.0124596,75.8901268
2000,6.7,0.1016,31.7,0.00592927,45.3798495
1250,4,0.3048,71.3,0.00497773,69.1759513
6300,0,0.2286,31.7,0.0027238,35.7247321
6300,4,0.3048,71.3,0.00497773,33.9963305
1000,5.4,0.1524,39.6,0.00485029,72.1328476
2000,3,0.3048,71.3,0.00425727,58.8826548
3150,4,0.2286,55.5,0.0042862,50.5597362
10000,0,0.1016,39.6,0.00146332,43.0265642
315,12.7,0.0254,39.6,0.0130253,53.599064
2000,2,0.2286,71.3,0.00293031,62.5309118
4000,5.3,0.2286,71.3,0.0051942,45.0713963
3150,5.4,0.1524,31.7,0.00525474,39.6495333
6300,0,0.0254,71.3,0.000400682,84.0455234
315,0,0.3048,31.7,0.00331266,51.5462547
5000,0,0.0254,71.3,0.000400682,88.9648204
1250,2,0.2286,31.7,0.00372371,67.2667323
4000,8.4,0.0508,55.5,0.00544854,51.1394155
10000,0,0.3048,39.6,0.00310138,23.2908767
800,3,0.3048,55.5,0.00452492,70.6490813
1250,17.4,0.0254,55.5,0.0165706,68.9259978
2500,12.3,0.1016,39.6,0.0408268,26.4179541
5000,0,0.3048,31.7,0.00331266,32.6136092
500,9.5,0.0254,39.6,0.00449821,54.5483554
800,7.3,0.2286,39.6,0.0123481,60.9434414
400,1.5,0.3048,39.6,0.00392107,54.8328769
4000,12.3,0.1016,31.7,0.0418756,13.3671923
3150,2,0.2286,71.3,0.00293031,60.4568298
3150,5.4,0.1524,71.3,0.00401199,52.9981121
5000,9.9,0.1524,31.7,0.0252785,17.4674928
1600,0,0.1524,31.7,0.00209405,72.9571622
1250,15.6,0.1016,71.3,0.0437259,52.6444545
5000,4.8,0.0254,71.3,0.000848633,85.3245406
16000,0,0.0254,71.3,0.000400682,72.0530752
1250,9.5,0.0254,31.7,0.00461377,74.6297232
4000,17.4,0.0254,39.6,0.0172206,51.4372324
315,15.4,0.0508,31.7,0.0289853,51.758981
16000,4.8,0.0254,55.5,0.000873218,55.8778951
1250,12.7,0.0254,39.6,0.0130253,72.8507991
5000,17.4,0.0254,71.3,0.016104,52.5061824
500,5.3,0.2286,39.6,0.00614329,76.7702821
400,3,0.3048,71.3,0.00425727,64.3071769
1250,0,0.1524,31.7,0.00209405,74.6855639
3150,4.8,0.0254,55.5,0.000873218,77.0441673
1250,12.6,0.1524,71.3,0.0483159,44.6033983
1000,0,0.0508,55.5,0.00076193,59.0475177
250,12.6,0.1524,71.3,0.0483159,70.10397
315,17.4,0.0254,31.7,0.0176631,39.9819183
4000,4,0.3048,39.6,0.00579636,33.1932885
200,15.6,0.1016,39.6,0.0528487,53.5379052
2500,6.7,0.1016,55.5,0.0052139,55.5561465
1600,4.8,0.0254,39.6,0.000907475,60.0579679
2000,8.4,0.0508,31.7,0.00580776,64.6315845
2000,6.7,0.1016,71.3,0.00478288,82.9313692
2000,4.2,0.0508,39.6,0.00152689,77.6637328
5000,2,0.2286,55.5,0.00313525,45.4489856
2000,6.7,0.1016,55.5,0.0052139,69.8619938
5000,8.9,0.1016,71.3,0.0103088,35.4800968
4000,15.4,0.0508,39.6,0.0282593,39.1762172
5000,15.4,0.0508,71.3,0.0264269,41.8937964
800,0,0.1016,31.7,0.00150092,68.2665461
4000,12.3,0.1016,55.5,0.0368233,29.3136916
2000,2,0.2286,31.7,0.00372371,52.2695243
6300,0,0.1016,55.5,0.00131983,64.748584
630,22.2,0.0254,39.6,0.0229028,89.4673864
3150,1.5,0.3048,39.6,0.00392107,41.8299785
1000,0,0.3048,39.6,0.00310138,65.1979685
500,2,0.2286,39.6,0.00346574,57.9067727
10000,4.8,0.0254,55.5,0.000873218,62.6585476
1250,15.4,0.0508,31.7,0.0289853,52.8492036
5000,3,0.3048,39.6,0.00495741,33.0044938
2000,0,0.2286,55.5,0.00229336,61.5842795
2000,12.3,0.1016,55.5,0.0368233,40.375462
1250,2,0.2286,55.5,0.00313525,67.492754
800,4,0.2286,31.7,0.00509068,73.0954344
2500,0,0.3048,31.7,0.00331266,46.201505
1250,0,0.0508,39.6,0.000791822,68.5191587
2000,9.9,0.1524,39.6,0.0233328,38.6763103
2000,5.3,0.2286,71.3,0.0051942,59.8558779
1250,7.2,0.1524,71.3,0.00752039,77.4669609
4000,3,0.3048,31.7,0.00529514,32.5152232
2500,15.6,0.1016,39.6,0.0528487,18.3051028
800,17.4,0.0254,55.5,0.0165706,52.4131146
2500,11.2,0.0508,71.3,0.014072,72.2232563
800,12.7,0.0254,71.3,0.0121808,71.710054
1600,17.4,0.0254,31.7,0.0176631,62.3979578
1250,0,0.3048,39.6,0.00310138,58.8161778
1250,0,0.2286,71.3,0.00214345,65.8494429
400,17.4,0.0254,55.5,0.0165706,32.1243386
1250,15.4,0.0508,71.3,0.0264269,73.0316165
1000,9.5,0.0254,71.3,0.00420654,69.6040631
4000,12.7,0.0254,71.3,0.0121808,75.5923099
10000,0,0.0508,39.6,0.000791822,60.1430585
8000,0,0.1016,39.6,0.00146332,50.418805
12500,4,0.3048,71.3,0.00497773,10.7027947
2000,19.7,0.0508,71.3,0.0341183,44.3401494
2500,0,0.1016,55.5,0.00131983,78.8682958
200,7.3,0.2286,55.5,0.0111706,84.7023161
630,0,0.2286,31.7,0.0027238,69.3620868
6300,5.4,0.1524,39.6,0.00485029,35.3577791
4000,0,0.0508,31.7,0.000812164,81.7135108
10000,3.3,0.1016,71.3,0.00202822,35.4029835
400,5.3,0.2286,39.6,0.00614329,74.0314303
3150,3,0.3048,55.5,0.00452492,44.6964661
500,6.7,0.1016,39.6,0.00578076,73.3241152
630,8.4,0.0508,55.5,0.00544854,60.5525567
1600,5.3,0.2286,71.3,0.0051942,72.0078709
5000,7.2,0.1524,39.6,0.00909175,26.346159
500,5.4,0.1524,39.6,0.00485029,70.6171723
1000,4,0.2286,31.7,0.00509068,70.4363549
2500,4.8,0.0254,55.5,0.000873218,68.5085223
6300,0,0.3048,39.6,0.00310138,34.1665116
6300,5.3,0.2286,39.6,0.00614329,24.3598266
12500,0,0.0254,71.3,0.000400682,79.3123621
1000,0,0.3048,55.5,0.00283081,62.7170474
315,9.5,0.0254,31.7,0.00461377,51.5489138
1600,3.3,0.1016,31.7,0.00251435,79.8308825
400,3,0.3048,55.5,0.00452492,60.5711703
12500,0,0.0254,55.5,0.00041229,74.6483367
3150,3.3,0.1016,39.6,0.00245138,66.5328263
400,15.6,0.1016,39.6,0.0528487,45.4808945
1000,6.7,0.1016,55.5,0.0052139,90.0178158
1000,3.3,0.1016,31.7,0.00251435,78.7938416
4000,0,0.0254,39.6,0.000428464,85.000133
2500,12.6,0.1524,39.6,0.0584113,9.306778
2000,2,0.2286,55.5,0.00313525,56.4575744
3150,15.4,0.0508,31.7,0.0289853,38.9953998
2500,0,0.0508,39.6,0.000791822,83.9152285
6300,3,0.3048,31.7,0.00529514,16.8532454
1000,15.4,0.0508,31.7,0.0289853,56.2262345
1600,17.4,0.0254,55.5,0.0165706,61.400803
10000,3,0.3048,55.5,0.00452492,23.3706491
5000,0,0.1524,55.5,0.00172668,58.0290903
1600,4,0.3048,71.3,0.00497773,61.8634829
800,0,0.3048,39.6,0.00310138,68.3888638
500,12.3,0.1016,71.3,0.0337792,97.7956232
250,12.6,0.1524,39.6,0.0584113,33.2650836
500,0,0.1524,55.5,0.00172668,45.7175526
1250,0,0.1524,39.6,0.00193287,73.5049326
8000,2,0.2286,71.3,0.00293031,33.546946
3150,17.4,0.0254,71.3,0.016104,61.5736432
6300,0,0.1524,71.3,0.0015988,58.6247241
200,22.2,0.0254,39.6,0.0229028,33.7330816
6300,0,0.1524,39.6,0.00193287,47.6852714
500,4.8,0.0254,39.6,0.000907475,34.5308054
6300,4,0.2286,55.5,0.0042862,36.62616
2000,8.9,0.1016,39.6,0.0124596,41.6411838
5000,0,0.2286,55.5,0.00229336,50.6022815
1600,12.6,0.1524,39.6,0.0584113,19.6771878
1250,0,0.1524,55.5,0.00172668,70.6597176
315,17.4,0.0254,71.3,0.016104,33.1480841
630,15.4,0.0508,39.6,0.0282593,63.9854282
4000,0,0.0254,31.7,0.000439472,89.5232271
1000,17.4,0.0254,31.7,0.0176631,75.560401
2000,9.5,0.0254,39.6,0.00449821,74.1723615
8000,22.2,0.0254,71.3,0.0214178,48.5999947
1000,12.3,0.1016,31.7,0.0418756,43.6009254
4000,3.3,0.1016,31.7,0.00251435,57.0957535
1000,22.2,0.0254,71.3,0.0214178,82.0778047
4000,0,0.0254,55.5,0.00041229,79.3549073
250,7.3,0.2286,55.5,0.0111706,87.7602574
400,2,0.2286,55.5,0.00313525,50.2885101
8000,3,0.3048,71.3,0.00425727,29.9252799
2500,8.4,0.0508,71.3,0.00529514,82.021964
