Unnamed: 0,year,month,day,hour,DEW_POINT,TEMP,PRESS,cbwd-cos,cbwd-sin,cum_ws,cum_hrs_snow,cum_hrs_rain
3932,2010,6,25,23,17,24.0,1008.0,0.707,-0.707,29.06,0,0
20704,2012,7,16,10,20,30.0,1009.0,0.0,0.0,2.67,0,0
18489,2012,4,12,2,-11,14.0,1011.0,-0.707,0.707,11.17,0,0
9570,2011,3,6,15,-16,11.0,1024.0,-0.707,0.707,11.62,0,0
41520,2014,12,22,3,-14,-6.0,1024.0,0.0,0.0,4.45,0,0
10827,2011,5,10,16,5,26.0,1006.0,0.707,-0.707,15.2,0,0
2542,2010,4,22,7,6,8.0,1021.0,-0.707,0.707,14.31,0,10
1847,2010,3,22,21,-12,9.0,1020.0,-0.707,0.707,103.24,0,0
16865,2012,2,4,0,-25,-4.0,1027.0,-0.707,0.707,10.73,0,0
13819,2011,9,21,9,5,19.0,1017.0,0.707,0.707,4.02,0,0
24656,2013,1,10,22,-7,-6.0,1027.0,0.0,0.0,0.89,0,0
8920,2011,2,7,13,-11,4.0,1013.0,0.707,-0.707,4.92,0,0
1199,2010,2,23,19,-7,3.0,1003.0,0.0,0.0,0.89,0,0
23367,2012,11,11,21,-12,3.0,1018.0,-0.707,0.707,261.03,0,0
25095,2013,1,29,10,-5,-5.0,1026.0,0.707,-0.707,4.47,1,0
31851,2013,11,9,5,0,5.0,1021.0,0.0,0.0,1.78,0,0
3467,2010,5,31,3,14,18.0,1014.0,0.707,-0.707,14.31,0,0
4445,2010,7,17,8,23,26.0,1007.0,0.707,-0.707,1.79,0,0
17827,2012,3,15,12,-12,8.0,1025.0,0.707,-0.707,3.58,0,0
13493,2011,9,7,19,16,21.0,1006.0,0.707,0.707,1.79,0,0
24999,2013,1,25,9,-18,-7.0,1025.0,-0.707,0.707,9.39,0,0
14761,2011,11,5,2,2,13.0,1025.0,-0.707,0.707,29.5,0,5
22387,2012,10,1,21,12,14.0,1016.0,0.707,0.707,0.89,0,0
7094,2010,11,20,9,0,4.0,1013.0,-0.707,0.707,18.33,0,0
41349,2014,12,14,15,-19,6.0,1024.0,0.707,-0.707,1.79,0,0
25765,2013,2,26,9,-5,-1.0,1022.0,-0.707,0.707,43.82,0,0
5747,2010,9,13,2,17,20.0,1012.0,0.0,0.0,2.67,0,0
19474,2012,5,25,7,4,20.0,1011.0,0.707,0.707,7.6,0,0
39188,2014,9,13,23,16,18.0,1014.0,0.0,0.0,1.78,0,0
25004,2013,1,25,14,-15,-1.0,1022.0,0.707,0.707,1.79,0,0
41599,2014,12,25,10,-14,2.0,1035.0,0.707,0.707,13.86,0,0
29852,2013,8,17,4,24,26.0,998.0,-0.707,0.707,1.79,0,0
36,2010,1,3,12,-11,-9.0,1021.0,0.707,-0.707,105.93,17,0
14541,2011,10,26,0,1,5.0,1027.0,0.0,0.0,1.78,0,0
19767,2012,6,6,14,18,30.0,999.0,0.707,-0.707,8.5,0,0
13795,2011,9,20,9,6,17.0,1022.0,-0.707,0.707,22.35,0,0
33091,2013,12,31,19,-19,7.0,1013.0,-0.707,0.707,114.87,0,0
25872,2013,3,2,20,-16,1.0,1029.0,0.707,0.707,3.58,0,0
31430,2013,10,22,14,4,18.0,1019.0,0.707,-0.707,17.89,0,0
36235,2014,5,12,9,11,19.0,1002.0,0.0,0.0,1.78,0,0
17566,2012,3,4,13,-9,5.0,1021.0,0.0,0.0,0.89,0,0
39629,2014,10,2,13,11,21.0,1012.0,0.0,0.0,0.89,0,0
18062,2012,3,25,7,-8,2.0,1026.0,0.0,0.0,2.67,0,0
31158,2013,10,11,6,3,8.0,1016.0,0.0,0.0,0.89,0,0
21110,2012,8,4,10,22,30.0,1007.0,0.707,0.707,8.05,0,0
11716,2011,6,18,9,20,26.0,1007.0,0.0,0.0,2.23,0,0
7517,2010,12,8,2,-10,0.0,1013.0,-0.707,0.707,3.13,0,0
20632,2012,7,13,10,20,28.0,1005.0,0.707,0.707,7.15,0,0
17879,2012,3,17,16,3,4.0,1012.0,0.707,-0.707,38.0,0,1
5986,2010,10,2,21,8,16.0,1015.0,-0.707,0.707,113.1,0,0
17949,2012,3,20,14,-6,11.0,1023.0,0.707,-0.707,4.92,0,0
25089,2013,1,29,3,-7,-7.0,1025.0,0.0,0.0,0.9,0,0
1944,2010,3,26,23,-10,4.0,1019.0,-0.707,0.707,7.15,0,0
30902,2013,9,30,10,15,20.0,1020.0,0.707,-0.707,8.49,0,0
23074,2012,10,30,16,-8,12.0,1018.0,0.707,-0.707,40.23,0,0
22321,2012,9,29,3,-2,15.0,1019.0,-0.707,0.707,4.92,0,0
30101,2013,8,27,18,20,26.0,1006.0,0.707,-0.707,12.96,0,0
29437,2013,7,30,21,22,29.0,997.0,0.707,-0.707,24.14,0,0
35284,2014,4,2,15,-3,23.0,1014.0,0.707,-0.707,8.94,0,0
20349,2012,7,1,8,23,25.0,1000.0,0.707,-0.707,11.63,0,0
8340,2011,1,14,9,-20,-6.0,1035.0,-0.707,0.707,68.84,0,0
9129,2011,2,16,6,-12,-10.0,1023.0,0.707,0.707,0.89,0,0
41310,2014,12,13,0,-16,-7.0,1029.0,0.0,0.0,2.67,0,0
27295,2013,5,1,13,-7,23.0,1014.0,0.707,-0.707,3.58,0,0
18513,2012,4,13,2,1,10.0,1009.0,0.707,0.707,0.89,0,0
41069,2014,12,2,4,-21,-8.0,1030.0,0.707,0.707,11.17,0,0
35219,2014,3,30,22,-8,19.0,1016.0,0.707,-0.707,21.9,0,0
6684,2010,11,1,1,1,4.0,1025.0,-0.707,0.707,12.97,0,0
156,2010,1,8,12,-16,-9.0,1028.0,0.707,-0.707,3.13,0,0
30342,2013,9,6,23,16,19.0,1017.0,0.0,0.0,1.78,0,0
32712,2013,12,15,4,-20,-5.0,1033.0,-0.707,0.707,9.84,0,0
21334,2012,8,15,13,19,30.0,1006.0,0.707,0.707,3.13,0,0
4300,2010,7,11,7,20,22.0,1005.0,0.707,-0.707,42.93,0,0
2813,2010,5,3,14,6,24.0,1007.0,0.707,-0.707,15.2,0,0
29294,2013,7,24,22,18,27.0,1000.0,-0.707,0.707,1.79,0,0
10420,2011,4,21,1,6,17.0,1008.0,0.0,0.0,0.89,0,0
5558,2010,9,4,13,15,28.0,1012.0,0.707,-0.707,1.79,0,0
40171,2014,10,25,4,9,9.0,1011.0,-0.707,0.707,1.79,0,0
4158,2010,7,5,9,11,33.0,1002.0,-0.707,0.707,21.0,0,0
4635,2010,7,25,6,23,25.0,1010.0,0.0,0.0,0.89,0,0
18313,2012,4,4,18,-15,16.0,1011.0,-0.707,0.707,113.54,0,0
31914,2013,11,11,20,-9,4.0,1025.0,0.0,0.0,0.89,0,0
14511,2011,10,24,10,-6,13.0,1029.0,-0.707,0.707,20.57,0,0
9903,2011,3,24,17,-19,12.0,1024.0,-0.707,0.707,177.93,0,0
10677,2011,5,4,9,7,16.0,1013.0,0.707,-0.707,55.88,0,0
30549,2013,9,15,16,8,25.0,1012.0,0.707,-0.707,8.05,0,0
11932,2011,6,27,9,18,27.0,1000.0,0.0,0.0,2.67,0,0
25759,2013,2,26,3,-6,-5.0,1022.0,-0.707,0.707,28.17,0,0
15773,2011,12,17,9,-17,-7.0,1035.0,-0.707,0.707,17.89,0,0
17921,2012,3,19,10,-5,5.0,1028.0,0.0,0.0,1.78,0,0
26560,2013,3,31,17,3,7.0,1015.0,0.707,0.707,1.79,0,0
1008,2010,2,15,20,-21,-6.0,1034.0,0.0,0.0,0.89,0,0
27003,2013,4,19,9,-5,8.0,1026.0,0.707,-0.707,29.07,0,0
37093,2014,6,17,19,19,20.0,1002.0,0.707,-0.707,22.81,0,0
2218,2010,4,8,19,2,19.0,1003.0,0.707,-0.707,170.31,0,0
1082,2010,2,18,22,-17,-1.0,1021.0,0.707,-0.707,14.75,0,0
1350,2010,3,2,2,-5,-2.0,1019.0,0.707,-0.707,0.89,0,0
11173,2011,5,25,2,11,19.0,1014.0,0.707,-0.707,169.87,0,0
22670,2012,10,13,17,6,11.0,1014.0,0.0,0.0,37.38,0,0
17771,2012,3,13,3,-13,-5.0,1022.0,-0.707,0.707,3.13,0,0
39721,2014,10,6,9,5,15.0,1027.0,-0.707,0.707,11.63,0,0
15356,2011,11,29,23,-7,0.0,1036.0,0.0,0.0,0.45,0,0
14829,2011,11,7,22,4,8.0,1028.0,0.707,-0.707,0.89,0,0
10843,2011,5,11,8,14,18.0,1007.0,0.0,0.0,1.78,0,0
18272,2012,4,3,1,-12,7.0,1022.0,-0.707,0.707,36.66,0,0
1299,2010,2,27,23,-5,-1.0,1020.0,0.707,-0.707,0.89,0,0
16813,2012,2,1,20,-24,-8.0,1038.0,0.707,0.707,2.68,0,0
10089,2011,4,2,7,2,4.0,1032.0,-0.707,0.707,24.58,0,0
16604,2012,1,24,3,-21,-7.0,1028.0,-0.707,0.707,12.52,0,0
2562,2010,4,23,3,2,3.0,1021.0,-0.707,0.707,3.13,0,0
8741,2011,1,31,2,-19,-5.0,1031.0,-0.707,0.707,12.97,0,0
9408,2011,2,27,21,-8,0.0,1027.0,0.707,0.707,73.29,0,0
33897,2014,2,3,16,-40,2.0,1025.0,-0.707,0.707,104.18,0,0
1997,2010,3,29,4,-4,3.0,1024.0,0.707,-0.707,43.37,0,0
38286,2014,8,6,22,20,26.0,1008.0,0.707,-0.707,21.02,0,0
40491,2014,11,7,13,-5,8.0,1032.0,0.0,0.0,4.45,0,0
32897,2013,12,22,23,-13,-7.0,1031.0,0.707,0.707,0.89,0,0
4310,2010,7,11,17,22,24.0,1003.0,0.0,0.0,0.89,0,0
27354,2013,5,4,0,7,15.0,1017.0,0.707,-0.707,30.84,0,0
35596,2014,4,15,18,-3,18.0,1018.0,0.707,-0.707,51.4,0,0
6026,2010,10,4,13,6,23.0,1017.0,0.0,0.0,4.46,0,0
26374,2013,3,23,22,-14,3.0,1021.0,-0.707,0.707,69.73,0,0
8880,2011,2,5,21,-9,-3.0,1015.0,0.0,0.0,0.89,0,0
22832,2012,10,20,12,4,20.0,1017.0,0.707,0.707,3.58,0,0
31487,2013,10,25,1,-3,10.0,1028.0,-0.707,0.707,85.38,0,0
15894,2011,12,22,11,-19,1.0,1034.0,-0.707,0.707,54.53,0,0
36642,2014,5,29,10,11,33.0,998.0,0.707,0.707,4.92,0,0
37725,2014,7,14,11,14,33.0,1003.0,0.0,0.0,1.79,0,0
26259,2013,3,19,3,-2,-1.0,1012.0,0.707,0.707,7.15,1,0
21763,2012,9,5,15,9,28.0,1016.0,0.707,-0.707,11.62,0,0
20040,2012,6,18,5,16,24.0,1001.0,0.707,0.707,3.13,0,0
36123,2014,5,7,17,-6,26.0,1006.0,-0.707,0.707,68.39,0,0
31181,2013,10,12,5,4,8.0,1018.0,-0.707,0.707,9.39,0,0
15789,2011,12,18,1,-16,-7.0,1035.0,-0.707,0.707,12.07,0,0
7560,2010,12,9,21,-7,1.0,1006.0,-0.707,0.707,4.92,0,0
22195,2012,9,23,17,16,25.0,1012.0,0.707,-0.707,8.05,0,0
2053,2010,4,1,22,-11,4.0,1019.0,0.0,0.0,0.89,0,0
32720,2013,12,15,12,-25,4.0,1034.0,0.0,0.0,0.89,0,0
15266,2011,11,26,5,-4,-1.0,1022.0,-0.707,0.707,10.73,0,0
19208,2012,5,12,3,13,16.0,1011.0,0.707,-0.707,1.79,0,5
32540,2013,12,8,0,-2,2.0,1020.0,0.0,0.0,3.57,0,0
3516,2010,6,3,0,15,17.0,1018.0,0.707,-0.707,3.58,0,0
23224,2012,11,5,22,-3,6.0,1023.0,-0.707,0.707,440.77,0,0
18461,2012,4,10,22,11,13.0,1011.0,-0.707,0.707,1.79,0,0
9949,2011,3,26,15,-12,15.0,1024.0,0.0,0.0,1.79,0,0
31799,2013,11,7,1,-11,8.0,1022.0,-0.707,0.707,125.19,0,0
31195,2013,10,12,19,9,18.0,1017.0,0.0,0.0,3.56,0,0
13935,2011,9,26,5,13,14.0,1018.0,0.707,0.707,0.89,0,0
37754,2014,7,15,16,17,32.0,1002.0,0.707,-0.707,29.06,0,0
8752,2011,1,31,13,-20,7.0,1027.0,-0.707,0.707,33.52,0,0
9850,2011,3,22,11,-20,8.0,1029.0,-0.707,0.707,21.9,0,0
34031,2014,2,9,6,-22,-10.0,1037.0,-0.707,0.707,82.26,0,0
23038,2012,10,29,3,4,9.0,1024.0,0.0,0.0,0.89,0,0
28997,2013,7,12,6,21,22.0,1006.0,-0.707,0.707,2.68,0,0
29642,2013,8,8,10,20,29.0,1001.0,0.0,0.0,0.89,0,0
29457,2013,7,31,17,23,32.0,998.0,0.707,-0.707,20.12,0,0
32980,2013,12,26,10,-23,-2.0,1036.0,-0.707,0.707,228.88,0,0
19530,2012,5,27,15,15,31.0,1007.0,0.707,-0.707,31.74,0,0
33893,2014,2,3,12,-36,0.0,1027.0,-0.707,0.707,71.09,0,0
7998,2010,12,28,3,-20,-5.0,1017.0,-0.707,0.707,132.32,0,0
16343,2012,1,10,4,-10,-9.0,1031.0,0.707,0.707,3.58,0,0
19787,2012,6,7,10,15,28.0,1001.0,0.0,0.0,3.57,0,0
26855,2013,4,13,2,2,15.0,1004.0,0.707,-0.707,3.13,0,0
6558,2010,10,26,19,-8,3.0,1036.0,0.0,0.0,0.89,0,0
14448,2011,10,21,19,12,13.0,1019.0,0.0,0.0,0.89,0,0
22947,2012,10,25,8,6,9.0,1017.0,-0.707,0.707,3.13,0,0
38193,2014,8,3,1,24,27.0,1001.0,0.707,-0.707,0.89,0,0
27203,2013,4,27,17,2,23.0,1009.0,0.707,-0.707,36.2,0,0
20729,2012,7,17,11,21,30.0,1010.0,0.707,-0.707,28.17,0,0
29442,2013,7,31,2,19,22.0,999.0,0.707,0.707,4.02,0,4
17381,2012,2,25,12,-21,1.0,1032.0,-0.707,0.707,72.4,0,0
12405,2011,7,17,2,21,22.0,1004.0,0.0,0.0,0.89,0,0
27286,2013,5,1,4,2,8.0,1018.0,0.707,0.707,0.89,0,0
15582,2011,12,9,10,-16,-3.0,1039.0,0.707,0.707,3.13,0,0
36267,2014,5,13,17,0,30.0,997.0,-0.707,0.707,38.0,0,0
6258,2010,10,14,7,1,8.0,1021.0,-0.707,0.707,12.97,0,0
16964,2012,2,8,3,-24,-9.0,1030.0,-0.707,0.707,124.71,0,0
5712,2010,9,10,23,12,20.0,1009.0,-0.707,0.707,4.92,0,0
35033,2014,3,23,4,-7,7.0,1025.0,0.0,0.0,0.89,0,0
27045,2013,4,21,3,2,5.0,1020.0,0.707,-0.707,0.89,0,0
28211,2013,6,9,10,16,18.0,1010.0,-0.707,0.707,17.44,0,3
18457,2012,4,10,18,7,20.0,1007.0,0.707,-0.707,90.31,0,0
12390,2011,7,16,11,19,29.0,1006.0,0.0,0.0,6.24,0,0
820,2010,2,7,23,-7,-5.0,1020.0,0.707,0.707,1.79,0,0
15069,2011,11,18,0,6,6.0,1016.0,-0.707,0.707,1.79,0,0
23589,2012,11,21,23,-1,0.0,1019.0,0.0,0.0,0.89,0,0
4887,2010,8,4,18,21,25.0,1003.0,-0.707,0.707,35.76,0,0
12386,2011,7,16,7,21,24.0,1006.0,0.0,0.0,1.78,0,0
37726,2014,7,14,12,14,34.0,1002.0,0.0,0.0,3.58,0,0
21894,2012,9,11,2,19,21.0,1012.0,0.0,0.0,1.78,0,0
11115,2011,5,22,16,-2,30.0,1008.0,0.707,-0.707,39.78,0,0
38627,2014,8,21,14,21,32.0,1005.0,0.707,-0.707,5.37,0,0
30541,2013,9,15,8,2,18.0,1016.0,0.707,0.707,7.15,0,0
26291,2013,3,20,11,-6,2.0,1026.0,-0.707,0.707,3.13,0,0
32748,2013,12,16,16,-16,1.0,1029.0,0.707,-0.707,1.78,0,0
24862,2013,1,19,16,-11,2.0,1030.0,0.707,-0.707,8.5,0,0
34217,2014,2,17,0,-7,0.0,1033.0,0.0,0.0,0.89,0,0
9574,2011,3,6,19,-16,7.0,1024.0,-0.707,0.707,12.96,0,0
33603,2014,1,22,8,-18,-9.0,1025.0,-0.707,0.707,14.31,0,0
39408,2014,9,23,6,18,18.0,1018.0,-0.707,0.707,10.73,0,8
23194,2012,11,4,16,0,4.0,1013.0,-0.707,0.707,200.74,0,31
24881,2013,1,20,11,-3,-2.0,1031.0,0.707,0.707,1.79,7,0
31817,2013,11,7,19,-5,6.0,1019.0,0.0,0.0,0.89,0,0
24040,2012,12,10,21,-11,-5.0,1032.0,0.0,0.0,0.89,0,0
12153,2011,7,6,14,22,32.0,996.0,0.707,-0.707,4.92,0,0
17483,2012,3,1,0,-5,-1.0,1021.0,0.707,0.707,1.79,0,0
4090,2010,7,2,13,15,35.0,999.0,0.0,0.0,6.26,0,0
14110,2011,10,7,16,9,21.0,1017.0,0.707,-0.707,16.98,0,0
20497,2012,7,7,17,24,30.0,1000.0,0.707,-0.707,28.16,0,0
22480,2012,10,5,19,9,18.0,1018.0,0.707,-0.707,12.97,0,0
40186,2014,10,25,19,12,13.0,1011.0,0.707,-0.707,0.89,0,0
9471,2011,3,2,12,-16,5.0,1026.0,-0.707,0.707,5.81,0,0
40106,2014,10,22,11,4,11.0,1024.0,0.0,0.0,6.68,0,0
33782,2014,1,29,21,-9,-3.0,1013.0,-0.707,0.707,4.92,0,0
6960,2010,11,14,19,-8,0.0,1035.0,-0.707,0.707,207.49,0,0
33720,2014,1,27,7,-10,-7.0,1017.0,-0.707,0.707,8.5,0,0
13579,2011,9,11,9,14,18.0,1021.0,0.0,0.0,0.89,0,0
15784,2011,12,17,20,-15,-6.0,1033.0,0.0,0.0,1.34,0,0
26463,2013,3,27,16,-10,19.0,1008.0,-0.707,0.707,25.03,0,0
18655,2012,4,19,0,13,14.0,1011.0,-0.707,0.707,1.79,0,5
40166,2014,10,24,23,10,11.0,1011.0,0.0,0.0,0.45,0,0
5081,2010,8,12,20,23,27.0,1000.0,0.707,-0.707,18.77,0,0
19729,2012,6,5,0,16,22.0,1003.0,0.707,0.707,1.79,0,0
36332,2014,5,16,10,4,26.0,1008.0,0.707,0.707,15.19,0,0
31942,2013,11,13,0,-5,4.0,1025.0,0.707,-0.707,1.79,0,0
1842,2010,3,22,16,-13,14.0,1015.0,-0.707,0.707,67.48,0,0
31688,2013,11,2,10,6,9.0,1024.0,0.0,0.0,0.89,0,0
9345,2011,2,25,6,-5,-4.0,1031.0,0.0,0.0,1.35,0,0
14285,2011,10,15,0,3,13.0,1011.0,-0.707,0.707,23.24,0,0
37115,2014,6,18,20,18,26.0,1001.0,0.707,-0.707,24.14,0,0
12711,2011,7,29,20,23,24.0,1006.0,-0.707,0.707,18.33,0,12
37746,2014,7,15,8,17,26.0,1004.0,-0.707,0.707,3.13,0,0
33756,2014,1,28,19,-13,0.0,1025.0,0.707,-0.707,40.68,0,0
19332,2012,5,17,7,7,18.0,1007.0,0.707,-0.707,1.79,0,0
20996,2012,7,30,14,22,29.0,1004.0,0.707,-0.707,11.63,0,0
40209,2014,10,26,18,-12,14.0,1027.0,0.707,0.707,68.39,0,0
36947,2014,6,11,17,12,30.0,1007.0,0.0,0.0,6.71,0,0
24404,2012,12,31,10,-16,-9.0,1020.0,-0.707,0.707,17.0,0,0
12563,2011,7,23,16,27,33.0,1001.0,0.707,-0.707,5.37,0,0
3937,2010,6,26,4,18,22.0,1008.0,0.707,-0.707,5.81,0,0
40273,2014,10,29,10,5,12.0,1025.0,-0.707,0.707,10.73,0,0
5091,2010,8,13,6,24,26.0,1001.0,0.707,-0.707,16.1,0,0
38944,2014,9,3,19,13,27.0,1006.0,0.707,-0.707,19.67,0,0
19893,2012,6,11,20,6,25.0,995.0,0.0,0.0,0.89,0,0
40359,2014,11,2,0,-10,11.0,1022.0,-0.707,0.707,98.34,0,0
31804,2013,11,7,6,-9,5.0,1022.0,0.0,0.0,0.89,0,0
32961,2013,12,25,15,-15,6.0,1024.0,-0.707,0.707,42.03,0,0
9455,2011,3,1,20,-15,3.0,1023.0,-0.707,0.707,96.57,0,0
14100,2011,10,3,3,2,4.0,1030.0,-0.707,0.707,7.6,0,0
18913,2012,4,29,19,2,17.0,1009.0,0.707,-0.707,21.01,0,0
10239,2011,4,11,16,-14,22.0,1017.0,0.707,-0.707,4.92,0,0
34010,2014,2,8,9,-7,-5.0,1027.0,-0.707,0.707,4.92,0,0
9834,2011,3,21,19,-21,7.0,1027.0,-0.707,0.707,116.66,0,0
31454,2013,10,23,16,-16,16.0,1020.0,-0.707,0.707,65.72,0,0
22673,2012,10,13,20,6,11.0,1014.0,0.0,0.0,40.05,0,0
20225,2012,6,26,3,20,23.0,1008.0,0.707,-0.707,58.11,0,0
30772,2013,9,24,23,2,11.0,1022.0,-0.707,0.707,4.92,0,0
2881,2010,5,6,10,2,21.0,1008.0,-0.707,0.707,39.77,0,0
7910,2010,12,24,11,-26,-8.0,1040.0,-0.707,0.707,19.21,0,0
4086,2010,7,2,9,19,27.0,1001.0,0.707,0.707,3.13,0,0
41060,2014,12,1,19,-22,-3.0,1032.0,-0.707,0.707,372.39,0,0
25256,2013,2,5,3,-6,-3.0,1026.0,0.707,-0.707,25.48,0,0
41299,2014,12,12,13,-21,2.0,1026.0,-0.707,0.707,112.19,0,0
3660,2010,6,13,13,19,27.0,1004.0,0.707,-0.707,41.13,0,0
26105,2013,3,12,15,3,6.0,1013.0,-0.707,0.707,8.94,0,1
191,2010,1,9,23,-15,-8.0,1033.0,0.0,0.0,0.9,0,0
28147,2013,6,6,18,19,21.0,1008.0,-0.707,0.707,1.79,0,0
25025,2013,1,26,11,-11,-3.0,1029.0,0.0,0.0,1.78,0,0
23220,2012,11,5,18,-3,8.0,1021.0,-0.707,0.707,418.87,0,0
13925,2011,9,25,19,16,19.0,1017.0,0.707,-0.707,0.89,0,0
32370,2013,11,30,22,-13,0.0,1026.0,0.707,0.707,0.89,0,0
24459,2013,1,2,17,-27,-8.0,1042.0,-0.707,0.707,287.47,0,0
34521,2014,3,1,19,-20,9.0,1021.0,0.707,-0.707,8.04,0,0
24792,2013,1,16,18,-15,-3.0,1035.0,-0.707,0.707,3.13,0,0
34719,2014,3,10,1,-7,-1.0,1028.0,0.707,-0.707,43.83,0,0
2742,2010,4,30,15,-6,25.0,1011.0,-0.707,0.707,249.9,0,0
20997,2012,7,30,15,22,28.0,1004.0,0.0,0.0,0.89,0,0
20188,2012,6,24,14,22,23.0,1002.0,0.0,0.0,0.89,0,3
30913,2013,9,30,21,14,17.0,1017.0,0.707,0.707,2.68,0,0
12228,2011,7,9,17,15,33.0,1003.0,0.707,-0.707,10.73,0,0
27581,2013,5,13,11,-1,24.0,1004.0,0.0,0.0,1.78,0,0
18925,2012,4,30,7,12,12.0,1010.0,0.707,-0.707,1.79,0,0
22994,2012,10,27,7,8,9.0,1016.0,-0.707,0.707,5.81,0,0
31144,2013,10,10,16,-2,21.0,1013.0,-0.707,0.707,77.34,0,0
196,2010,1,10,4,-19,-14.0,1032.0,-0.707,0.707,9.83,0,0
786,2010,2,6,13,-11,-3.0,1030.0,0.707,-0.707,15.2,0,0
526,2010,1,26,17,-14,-1.0,1021.0,0.707,-0.707,5.81,0,0
6887,2010,11,11,18,-2,9.0,1010.0,-0.707,0.707,113.94,0,0
21213,2012,8,8,17,20,29.0,1004.0,0.707,0.707,4.91,0,0
40926,2014,11,26,5,-2,-2.0,1015.0,0.0,0.0,1.34,0,0
2034,2010,4,1,1,-14,8.0,1021.0,-0.707,0.707,73.29,0,0
14090,2011,10,2,17,-3,18.0,1028.0,0.707,-0.707,1.79,0,0
26238,2013,3,18,6,-9,9.0,1004.0,-0.707,0.707,47.82,0,0
20944,2012,7,26,12,25,27.0,1004.0,0.707,-0.707,16.09,0,0
4999,2010,8,9,10,23,27.0,1004.0,0.707,-0.707,5.37,0,0
17134,2012,2,15,5,-10,-7.0,1031.0,0.707,-0.707,15.65,0,0
32680,2013,12,13,20,-20,-3.0,1025.0,0.707,0.707,6.71,0,0
38183,2014,8,2,15,24,34.0,1001.0,0.707,-0.707,1.79,0,0
37986,2014,7,25,10,18,31.0,1006.0,-0.707,0.707,19.22,0,0
32081,2013,11,18,19,-19,5.0,1026.0,-0.707,0.707,263.33,0,0
34867,2014,3,16,5,-9,5.0,1016.0,0.0,0.0,3.56,0,0
2731,2010,4,30,4,-5,12.0,1017.0,-0.707,0.707,187.31,0,0
22368,2012,10,1,2,9,10.0,1016.0,-0.707,0.707,1.78,0,0
32738,2013,12,16,6,-16,-8.0,1031.0,-0.707,0.707,6.26,0,0
19694,2012,6,3,13,20,23.0,1004.0,0.707,-0.707,1.79,0,1
18526,2012,4,13,15,-3,26.0,1004.0,0.707,-0.707,30.41,0,0
2527,2010,4,21,16,2,13.0,1021.0,-0.707,0.707,5.81,0,0
35960,2014,4,30,22,10,22.0,1008.0,0.707,-0.707,41.12,0,0
36724,2014,6,1,20,17,20.0,1011.0,-0.707,0.707,4.02,0,3
21113,2012,8,4,13,22,32.0,1007.0,0.707,0.707,16.99,0,0
33155,2014,1,3,11,-16,8.0,1024.0,-0.707,0.707,17.43,0,0
33083,2013,12,31,11,-19,7.0,1013.0,-0.707,0.707,46.03,0,0
30594,2013,9,17,13,17,20.0,1014.0,0.707,0.707,3.13,0,4
21391,2012,8,18,1,23,24.0,1006.0,0.707,-0.707,58.56,0,2
41297,2014,12,12,11,-21,1.0,1028.0,-0.707,0.707,95.2,0,0
16788,2012,1,31,19,-27,-5.0,1028.0,0.707,0.707,61.24,0,0
7051,2010,11,18,14,2,9.0,1018.0,0.707,-0.707,4.92,0,0
13207,2011,8,26,20,21,24.0,1015.0,-0.707,0.707,40.68,0,2
5299,2010,8,24,18,18,26.0,1013.0,0.707,-0.707,37.55,0,0
15964,2011,12,25,9,-12,-2.0,1033.0,-0.707,0.707,1.79,0,0
21669,2012,9,1,17,23,24.0,1009.0,0.707,0.707,1.79,0,2
7586,2010,12,10,23,-17,-3.0,1022.0,-0.707,0.707,179.71,0,0
1483,2010,3,7,15,-11,0.0,1034.0,0.707,-0.707,3.13,0,0
29592,2013,8,6,8,22,26.0,1000.0,0.0,0.0,1.78,0,0
36607,2014,5,27,23,5,20.0,1001.0,-0.707,0.707,3.13,0,0
22364,2012,9,30,22,10,13.0,1016.0,0.0,0.0,1.78,0,0
38450,2014,8,13,18,18,23.0,1008.0,-0.707,0.707,1.79,0,0
13982,2011,9,28,5,15,16.0,1014.0,0.0,0.0,0.89,0,0
29681,2013,8,10,1,23,26.0,1002.0,0.707,0.707,2.68,0,0
36363,2014,5,17,17,5,28.0,1009.0,0.707,-0.707,35.75,0,0
35863,2014,4,26,21,9,15.0,1021.0,0.707,-0.707,21.9,0,0
26986,2013,4,18,16,-20,14.0,1020.0,0.707,0.707,13.85,0,0
32839,2013,12,20,11,-20,1.0,1036.0,0.0,0.0,0.89,0,0
28341,2013,6,14,20,14,27.0,1007.0,0.707,-0.707,84.95,0,0
35589,2014,4,15,11,9,23.0,1021.0,0.707,-0.707,14.75,0,0
6896,2010,11,12,3,-6,-1.0,1016.0,-0.707,0.707,138.09,0,0
36894,2014,6,9,12,11,28.0,1005.0,-0.707,0.707,1.79,0,0
15835,2011,12,19,23,-15,-6.0,1032.0,-0.707,0.707,2.68,0,0
32718,2013,12,15,10,-23,1.0,1036.0,-0.707,0.707,1.79,0,0
3148,2010,5,17,13,14,19.0,1010.0,0.707,-0.707,13.42,0,0
26363,2013,3,23,11,-5,3.0,1011.0,0.707,0.707,1.79,0,0
39992,2014,10,17,16,4,23.0,1014.0,0.707,-0.707,10.28,0,0
13385,2011,9,3,7,20,21.0,1013.0,0.0,0.0,0.89,0,0
17956,2012,3,20,21,0,7.0,1023.0,0.707,-0.707,29.5,0,0
25322,2013,2,7,21,-23,-8.0,1040.0,0.707,0.707,10.28,0,0
