day_of_yr,season,yr_since_2011,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
46,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
249,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943
72,1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604
51,1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235
336,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754
139,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817
60,1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425
267,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833
189,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129
291,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371
347,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937
302,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008
195,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085
159,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817
281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042
149,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521
77,1,0,3,0,5,1,1,0.54,0.527009,0.525217,0.231017
126,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246
103,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429
170,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102
243,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333
29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365
277,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458
333,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
53,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683
95,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975
275,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042
111,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871
259,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183
93,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139
115,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383
365,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154
319,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633
253,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608
123,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667
342,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306
219,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487
14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183
98,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871
286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787
184,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858
232,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467
171,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475
57,1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571
38,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379
261,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483
103,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617
126,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992
114,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175
101,2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474
164,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546
155,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142
364,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337
71,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775
35,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896
320,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829
366,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846
184,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267
52,1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846
116,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792
51,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083
339,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083
237,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458
65,1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287
324,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067
166,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912
36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079
237,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833
206,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454
272,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179
194,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133
307,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817
311,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513
313,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835
331,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954
361,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845
154,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562
188,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592
228,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329
127,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045
191,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975
165,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279
148,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092
90,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646
304,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009
225,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454
108,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567
322,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729
235,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833
26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958
124,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696
219,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354
87,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204
345,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417
11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132
80,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271
248,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696
332,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
3,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309
14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548
17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017
25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796
26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385
30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826
34,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752
40,1,0,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839
45,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
62,1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754
64,1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871
68,1,0,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015
70,1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297
74,1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309
82,2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261
84,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725
89,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888
94,2,0,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571
106,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808
107,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496
111,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258
112,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521
115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333
117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122
118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908
121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354
122,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454
130,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671
137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354
139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213
146,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642
147,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679
150,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225
151,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329
153,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287
161,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554
165,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283
167,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471
169,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408
177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333
190,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912
192,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337
196,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833
199,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804
200,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306
208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463
213,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717
217,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696
218,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825
222,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258
229,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667
233,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754
235,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763
239,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617
242,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008
254,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054
255,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913
275,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013
288,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083
290,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379
291,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087
298,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658
323,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496
327,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825
330,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208
341,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175
342,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058
346,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345
348,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583
349,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042
350,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575
358,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304
12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967
15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258
17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913
20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275
29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005
30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792
41,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929
50,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112
57,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229
65,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858
69,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
74,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
76,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192
81,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583
82,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562
83,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163
91,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617
100,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196
105,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917
110,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292
143,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167
144,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102
153,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563
155,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087
158,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125
161,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287
169,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904
170,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746
172,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812
175,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721
176,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525
177,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383
181,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417
182,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071
188,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142
194,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775
197,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667
199,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429
204,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208
220,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908
221,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107
238,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408
239,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858
240,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733
245,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187
249,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808
250,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421
251,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646
252,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104
255,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542
257,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208
260,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833
261,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742
270,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444
274,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958
282,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679
289,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037
294,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537
303,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582
307,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175
312,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108
314,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558
317,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517
323,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612
325,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725
335,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708
336,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042
346,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037
348,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129
352,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583
353,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404
357,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346
361,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546
362,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133
