day_of_yr,season,yr_since_2011,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
45,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
243,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333
71,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775
52,1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846
340,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583
158,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125
61,1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.307833
262,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742
184,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858
296,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833
350,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635
307,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175
205,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683
151,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329
275,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013
169,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904
76,1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579
122,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454
111,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871
159,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817
235,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763
30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826
280,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025
336,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042
54,1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113
102,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274
276,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475
117,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625
253,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608
100,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196
121,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638
5,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987
322,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533
248,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696
119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063
346,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037
212,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813
21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642
106,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129
281,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042
177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333
224,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621
161,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554
58,1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248
46,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816
255,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913
107,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496
142,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204
115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333
104,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107
180,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165
147,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679
4,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847
70,1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297
42,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796
323,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496
366,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846
195,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085
53,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683
122,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096
59,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417
343,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167
250,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421
65,1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287
325,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725
157,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896
37,1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418
227,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954
215,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354
274,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958
187,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883
301,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479
315,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458
316,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275
333,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092
1,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167
173,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787
183,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062
221,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121
123,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667
202,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967
181,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417
142,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008
88,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996
309,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108
217,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696
111,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258
324,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067
248,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321
32,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067
135,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692
233,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979
86,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843
348,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583
12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627
90,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067
242,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008
335,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708
1,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446
7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726
13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301
16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433
18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775
22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197
35,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839
36,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079
46,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
47,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
63,1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346
67,1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065
72,1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604
78,1,0,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167
79,1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721
90,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646
91,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708
93,2,0,4,0,0,0,1,0.378333,0.378767,0.48,0.182213
97,2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312
98,2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992
102,2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879
105,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375
110,2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925
128,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375
133,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725
141,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065
145,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233
156,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692
160,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883
162,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485
166,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912
172,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025
174,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804
179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283
180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821
189,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129
191,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471
195,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667
201,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817
205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171
206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083
207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258
219,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487
230,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208
231,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308
232,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467
234,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675
236,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108
241,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825
246,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325
251,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748
259,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183
279,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954
284,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042
286,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787
295,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667
303,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617
304,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635
307,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817
311,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225
313,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958
314,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067
316,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062
317,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721
318,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596
326,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792
332,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122
335,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158
338,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583
345,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417
351,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167
353,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896
356,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275
359,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091
363,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412
364,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337
365,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154
10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552
11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221
16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358
27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667
31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817
37,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538
38,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379
39,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721
45,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179
48,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846
52,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717
60,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117
70,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
71,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
72,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
75,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
87,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192
88,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671
96,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529
104,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471
109,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912
125,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938
128,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721
129,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029
133,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133
134,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117
136,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392
137,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512
138,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475
139,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817
141,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367
145,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896
152,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279
156,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833
160,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383
166,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733
168,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667
183,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529
184,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267
192,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737
200,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442
206,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454
207,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648
219,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354
224,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479
228,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771
229,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796
231,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867
244,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533
258,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863
263,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175
277,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458
278,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546
281,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162
285,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596
286,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092
288,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612
304,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009
308,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529
319,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625
326,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246
327,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
329,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
337,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379
342,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306
344,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975
356,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383
358,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083
363,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471
