symbolying,is_diesel,is_turbo,num_doors,engine_1,wheel_base,length,width,height,curb_weight,num_cylinders,engine_size,bore,stroke,compression_ratio,hp,peak_rpm,city_mpg,highway_mpg,Brand_alfa-romeo,Brand_audi,Brand_bmw,Brand_chevrolet,Brand_dodge,Brand_honda,Brand_isuzu,Brand_jaguar,Brand_mazda,Brand_mercedes-benz,Brand_mercury,Brand_mitsubishi,Brand_nissan,Brand_peugot,Brand_plymouth,Brand_porsche,Brand_renault,Brand_saab,Brand_subaru,Brand_toyota,Brand_volkswagen,Brand_volvo,body_style_convertible,body_style_hardtop,body_style_hatchback,body_style_sedan,body_style_wagon,drive_wheels_4wd,drive_wheels_fwd,drive_wheels_rwd,engine_type_dohc,engine_type_l,engine_type_ohc,engine_type_ohcf,engine_type_ohcv,engine_type_rotor,fuel_system_1bbl,fuel_system_2bbl,fuel_system_4bbl,fuel_system_idi,fuel_system_mfi,fuel_system_mpfi,fuel_system_spdi,fuel_system_spfi
3,0,0,2.0,1,88.6,168.8,64.1,48.8,2548,4,130,3.47,2.68,9.0,111.0,5000.0,21,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,94.3,170.7,61.8,53.5,2337,4,111,3.31,3.23,8.5,78.0,4800.0,24,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,96.5,157.1,63.9,58.3,2024,4,92,2.92,3.41,9.2,76.0,6000.0,30,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,4.0,1,97.0,173.5,65.4,53.0,2455,4,108,3.62,2.64,9.0,94.0,5200.0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,96.5,175.4,65.2,54.1,2304,4,110,3.15,3.58,9.0,86.0,5800.0,27,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,0,0,2.0,1,98.4,176.2,65.6,52.0,2679,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,95.7,166.3,64.4,53.0,2094,4,98,3.19,3.03,9.0,70.0,4800.0,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1,0,0,4.0,1,102.4,175.6,66.5,53.9,2458,4,122,3.31,3.54,8.7,92.0,4200.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,96.5,175.4,62.5,54.1,2372,4,110,3.15,3.58,9.0,86.0,5800.0,27,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2.0,1,96.5,167.5,65.2,53.3,2236,4,110,3.15,3.58,9.0,86.0,5800.0,27,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,0,0,2.0,0,89.5,168.9,65.0,51.6,2756,6,194,3.74,2.9,9.5,207.0,5900.0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,107.9,186.7,68.4,56.7,3020,4,120,3.46,3.19,8.4,97.0,5000.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,2.0,1,91.3,170.7,67.9,49.7,3071,6,181,3.43,3.27,9.0,160.0,5200.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,96.9,173.6,65.4,54.9,2420,4,108,3.62,2.64,9.0,82.0,4800.0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-2,0,0,4.0,1,104.3,188.8,67.2,56.2,2935,4,141,3.78,3.15,9.5,114.0,5400.0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,94.5,165.3,63.8,54.5,1951,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,100.4,184.6,66.5,56.1,3296,6,181,3.43,3.27,9.0,152.0,5200.0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,93.7,150.0,64.0,52.6,1940,4,92,2.91,3.41,9.2,76.0,6000.0,30,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,2.0,1,99.2,178.5,67.9,49.7,3139,6,181,3.43,3.27,9.0,160.0,5200.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,0,0,2.0,1,94.5,159.3,64.2,55.6,2254,4,109,3.19,3.4,8.5,90.0,5500.0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,1,4.0,1,100.4,180.2,66.9,55.1,2579,4,97,3.01,3.4,23.0,68.0,4500.0,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,0,2.0,1,95.3,169.0,65.7,49.6,2380,2,70,3.528474045,3.00636511,9.4,101.0,6000.0,17,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,2.0,1,93.0,157.3,63.8,50.8,2145,4,98,3.03,3.39,7.6,102.0,5500.0,24,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,4.0,1,102.4,175.6,66.5,54.9,2414,4,122,3.31,3.54,8.7,92.0,4200.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,1,4.0,1,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21.0,95.0,4150.0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,4.0,1,94.5,165.3,63.8,54.5,1938,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,1,4.0,1,114.2,198.9,68.4,58.7,3485,4,152,3.7,3.52,21.0,95.0,4150.0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,4.0,1,113.0,199.6,69.6,52.8,4066,6,258,3.63,4.17,8.1,176.0,4750.0,15,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,2.0,1,95.9,173.2,66.3,50.2,2811,4,156,3.6,3.9,7.0,145.0,5000.0,19,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,4.0,1,101.2,176.8,64.8,54.3,2765,6,164,3.31,3.19,9.0,121.0,4250.0,21,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4.0,1,99.1,186.6,66.5,56.1,2695,4,121,3.54,3.07,9.3,110.0,5250.0,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,94.5,165.3,63.8,54.5,1889,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2.0,1,95.7,158.7,63.6,54.5,1985,4,92,3.05,3.03,9.0,62.0,4800.0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,98.8,177.8,66.5,55.5,2425,4,122,3.39,3.39,8.6,84.0,4800.0,26,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,0,0,2.0,1,88.6,168.8,64.1,48.8,2548,4,130,3.47,2.68,9.0,111.0,5000.0,21,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,94.5,171.2,65.5,52.4,2823,6,152,2.68,3.47,9.0,154.0,5000.0,19,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,101.2,176.8,64.8,54.3,2395,4,108,3.5,2.8,8.8,101.0,5800.0,23,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,4.0,1,103.5,189.0,66.9,55.7,3055,6,164,3.31,3.19,9.0,121.0,4250.0,20,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,2.0,1,103.5,193.8,67.9,53.7,3380,6,209,3.62,3.39,8.0,182.0,5400.0,16,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,93.7,157.3,63.8,50.8,1876,4,90,2.97,3.23,9.41,68.0,5500.0,37,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,4.0,1,93.7,157.3,63.8,50.6,1967,4,90,2.97,3.23,9.4,68.0,5500.0,31,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2.0,1,96.5,169.1,66.0,51.0,2293,4,110,3.15,3.58,9.1,100.0,5500.0,25,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2.0,1,96.0,172.6,65.2,51.4,2734,4,119,3.43,3.23,9.2,90.0,5000.0,24,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2.0,1,102.0,191.7,70.6,47.8,3950,12,326,3.54,2.76,11.5,262.0,5000.0,13,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,2.0,1,93.1,159.1,64.2,54.1,1900,4,91,3.03,3.15,9.0,68.0,5000.0,31,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2.0,1,93.1,159.1,64.2,54.1,1905,4,91,3.03,3.15,9.0,68.0,5000.0,31,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,4.0,1,93.1,166.8,64.2,54.1,1945,4,91,3.03,3.15,9.0,68.0,5000.0,31,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,98.8,177.8,66.5,55.5,2410,4,122,3.39,3.39,8.6,84.0,4800.0,26,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,104.9,175.0,66.1,54.4,2670,4,140,3.76,3.16,8.0,120.0,5000.0,19,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,1,1,4.0,1,110.0,190.9,70.3,56.5,3515,5,183,3.58,3.64,21.5,123.0,4350.0,22,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,0,2.0,1,96.6,180.3,70.5,50.8,3685,8,234,3.46,3.1,8.3,155.0,4750.0,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,2.0,1,93.7,157.3,64.4,50.8,1918,4,92,2.97,3.23,9.4,68.0,5500.0,37,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1,0,0,4.0,1,96.3,172.4,65.4,51.6,2403,4,110,3.17,3.46,7.5,116.0,5500.0,23,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,4.0,1,94.5,165.3,63.8,54.5,1971,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,4.0,1,94.5,170.2,63.8,53.5,2037,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2.0,1,95.1,162.4,63.8,53.3,2008,4,97,3.15,3.29,9.4,69.0,5200.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,107.9,186.7,68.4,56.7,3075,4,120,3.46,2.19,8.4,95.0,5000.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,114.2,198.9,68.4,56.7,3285,4,120,3.46,2.19,8.4,95.0,5000.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,107.9,186.7,68.4,56.7,3075,4,120,3.46,3.19,8.4,97.0,5000.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4.0,1,96.1,181.5,66.5,55.2,2579,4,132,3.46,3.9,8.7,114.8448627,5086.42253,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2.0,1,93.7,157.9,63.6,53.7,2120,4,108,3.62,2.64,8.7,73.0,4400.0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,2.0,1,93.3,157.3,63.8,55.7,2240,4,108,3.62,2.64,8.7,73.0,4400.0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,97.2,172.0,65.4,52.5,2190,4,108,3.62,2.64,9.5,82.0,4400.0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,4.0,1,95.7,166.3,64.4,52.8,2140,4,98,3.19,3.03,9.0,70.0,4800.0,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,2.0,1,94.5,168.7,64.0,52.6,2265,4,98,3.24,3.08,9.4,112.0,6600.0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2.0,1,98.4,176.2,65.6,52.0,2714,4,146,3.62,3.5,9.3,116.0,4800.0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,0,2.0,1,102.9,183.5,67.7,52.0,3016,6,171,3.27,3.35,9.3,161.0,5200.0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,2.0,1,97.3,171.7,65.5,55.7,2261,4,97,3.01,3.4,23.0,52.0,4800.0,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,0,2.0,1,94.5,165.7,64.0,51.4,2221,4,109,3.19,3.4,8.5,90.0,5500.0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,0,0,4.0,1,104.3,188.8,67.2,57.5,3034,4,141,3.78,3.15,9.5,114.0,5400.0,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-2,0,1,4.0,1,104.3,188.8,67.2,56.2,3045,4,130,3.62,3.15,7.5,162.0,5100.0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,0,0,4.0,1,109.1,188.8,68.9,55.5,2952,4,141,3.78,3.15,9.5,114.0,5400.0,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,0,1,4.0,1,109.1,188.8,68.8,55.5,3049,4,141,3.78,3.15,8.7,160.0,5300.0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,0,0,4.0,1,109.1,188.8,68.9,55.5,3012,6,173,3.58,2.87,8.8,134.0,5500.0,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
