Cement,Blast_Furnace_Slag ,Fly_ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age_days
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28
